player_id,name,nationality,height_cm,weight_kg
4294,弗洛朗·巴尔蒙,208,168,72
4325,克劳迪奥·泰尔齐,215,180,69
4412,费利佩,146,188,75
4499,里卡多·科斯塔,228,184,80
4502,德科,228,174,73
4522,克里斯蒂亚诺·罗纳尔多,228,187,83
4526,里卡多·夸雷斯马,228,175,67
4541,奥利维尔·德沙赫特,197,187,81
4655,博什蒂扬·切萨尔,235,191,89
4747,路易斯·冈萨雷斯,144,185,75
4801,郑智,7,181,75
4882,詹姆斯·米尔纳,204,175,70
4920,罗伯特·兹文克尔斯,224,185,83
4922,奥巴费米·马丁斯,80,170,70
4928,阿隆索,236,183,80
4949,艾伦·麦格雷戈,232,183,74
4995,亚历山大,232,185,73
5069,毛里西奥·皮尼利亚,147,187,78
5106,杰弗森·法尔范,151,178,84
5408,盖尔·克利希,208,176,65
5428,安东尼奥·米兰特,215,193,79
5430,亚伦·列侬,204,165,63
5434,格伦·惠兰,214,183,80
5518,劳尔·阿尔比奥尔,236,190,82
5538,哈维尔·皮诺拉,144,180,79
5584,尼基·马恩帕,207,190,86
5603,加斯塔尔代洛,215,185,77
5676,若奥·佩雷拉,228,172,66
5770,孔帕尼,197,193,85
5778,伊戈尔·阿金费耶夫,230,186,82
5786,安德烈·阿尔沙文,230,172,69
5922,周挺,7,182,73
6111,阿鲁纳·科内,56,181,78
6259,瑞恩·巴贝尔,224,185,85
6263,托马斯·费尔马伦,197,183,80
6265,易卜拉欣·阿费莱,224,180,76
6317,埃德加·巴雷托,150,180,79
6330,曼努埃尔·费尔南德斯,228,176,75
6334,迭戈·贝纳利奥,238,194,89
6526,卢卡斯·波多尔斯基,210,180,80
6593,西莫内·法雷利,215,186,82
6657,詹保罗·帕齐尼,215,180,77
6693,戈兰·潘德夫,221,184,75
6736,古蒂,236,182,78
6864,艾哈迈德·法特希,58,175,73
6906,赵旭日,7,185,80
7030,马蒂亚斯·西尔韦斯特雷,144,185,84
7038,巴勃罗·阿尔瓦雷斯,144,177,75
7045,内里·卡多索,144,171,68
7056,哈维尔·马斯切拉诺,144,174,72
7069,戈梅斯,146,191,91
7104,罗比尼奥,146,172,71
7181,斯图尔特·唐宁,204,180,64
7255,马克西·罗德里格斯,144,173,74
7312,丹尼尔·阿尔维斯,146,172,68
7327,纳瓦斯,236,172,64
7329,塞尔吉奥·拉莫斯,236,184,82
7435,莱昂纳多·庞西奥,144,174,71
7474,内内,146,181,70
7484,拉米斯,236,188,82
7506,何塞·胡拉多,236,174,76
7507,胡安弗兰,236,181,71
7511,利昂内尔·梅西,144,170,72
7642,伊尔通,146,180,78
7736,尼古拉·佩纳托,208,185,78
7781,约翰·佩莱,208,196,89
7782,马蒂厄·博德梅尔,208,190,90
7814,丹特,146,188,89
7817,杰雷米·马蒂厄,208,189,84
7840,杰拉德,204,183,83
7878,吉米·白里安,208,182,85
7880,马修·德比希,208,177,76
7889,克劳迪乌·科塞鲁,229,178,71
7927,达伦·普拉特利,204,185,69
7941,斯科特·卡森,204,190,76
7946,史蒂文·戴维斯,225,173,70
7959,法布雷加斯,236,180,77
8013,里卡多·瓦兹·特,228,188,80
8076,安东尼·万登·博尔,197,190,78
8165,冈萨洛·罗德里格斯,144,182,76
8310,哈维·富埃戈,236,182,74
8408,麦克吉迪,214,177,71
8421,克拉斯-扬·亨特拉尔,224,186,83
8574,乌戈·洛里斯,208,188,78
8637,亚历山大·阿纽科夫,230,178,67
8639,杰拉德·皮克,236,194,85
8662,伯努瓦·科斯蒂尔,208,187,86
8665,文森特·普兰特,208,190,85
8701,洛伊克·佩林,208,181,80
8757,吉格斯,241,180,68
8760,韦恩·劳特利奇,204,170,64
8823,保罗·格雷罗,151,185,79
8843,若纳唐·皮特罗伊帕,48,176,62
8851,乔治·基耶利尼,215,187,85
8878,克里斯蒂安·马吉奥,215,184,79
8921,鲁本·卡斯特罗,236,169,68
8940,本·阿尔法,208,179,78
8944,卡里姆·本泽马,208,185,81
8946,萨米尔·纳斯里,208,175,75
8957,阿莱西奥·切尔奇,215,180,78
8959,达尼埃莱·帕德利,215,191,82
8978,萨米尔·汉达诺维奇,235,193,89
8984,阿萨莫阿·吉安,64,184,77
9000,格拉齐亚诺·佩莱,215,194,90
9026,阿尔杰·罗本,224,180,80
9028,克里斯蒂安·库姆,224,183,71
9039,斯特凡·安德森,203,188,82
9042,卡斯帕·舒梅切尔,203,189,89
9043,菲利普·巴兹利,232,180,74
9060,布鲁诺·阿尔维斯,228,189,83
9087,乔登斯·彼得斯,224,183,78
9090,保罗·费尔哈赫,224,178,72
9095,沃尔姆,224,183,84
9115,雷纳德·科哈德,208,181,75
9121,让-路易斯·勒卡,208,180,75
9129,弗兰克·里贝里,208,170,72
9133,佩佩,228,188,81
9138,若昂·穆蒂尼奥,228,170,61
9144,弗雷德,146,185,80
9152,加斯通·费尔南德斯,144,170,71
9155,卡斯托,236,181,78
9167,雷姆科·帕斯维尔,224,186,87
9169,卡里姆·艾哈迈迪,76,179,78
9175,伊比塞维奇,198,189,80
9182,梅内,208,183,79
9193,菲利佩·路易斯,146,182,74
9214,佩德罗·洛佩斯,236,174,72
9226,伊万·奎利亚尔,236,187,76
9242,劳尔·加西亚,236,184,83
9244,莫亚,236,188,83
9248,安德雷·孔西利,215,189,82
9286,安东尼奥·罗萨蒂,215,195,88
9291,海梅·巴尔德斯,147,175,74
9308,迭戈·洛佩斯,236,196,89
9309,阿西尔·列斯戈,236,185,76
9317,阿尔达·图兰,190,175,76
9319,雷托·齐格勒,238,183,80
9347,查尔斯·亚当,232,185,83
9375,桑蒂·卡索拉,236,168,65
9378,哈维·加西亚,236,187,82
9379,鲁本,236,188,79
9385,塞瓦斯蒂安·比埃拉,152,184,86
9425,塞巴斯蒂安·拉尔森,237,178,70
9446,丹尼·格拉汉姆,204,183,87
9515,阿图尔·博鲁茨,227,193,87
9534,克雷格·戈登,232,193,83
9567,克劳迪奥·布拉沃,147,184,80
9571,阿尔韦托·罗德里格斯,151,183,78
9602,约翰·朱鲁,238,191,87
9612,豪尔赫·巴尔迪维亚,147,173,71
10413,于大宝,7,182,78
10585,黄博文,7,177,65
10767,崔鹏,7,179,70
10769,杨程,7,186,77
10772,王永珀,7,176,78
11007,细贝萌,13,176,69
11016,小林佑三,13,176,72
11055,本田圭佑,13,182,74
11146,高桥义希,13,170,67
15038,胡尔克,146,180,85
15050,冈崎慎司,13,173,70
15054,岩下敬辅,13,181,77
15106,富田晋伍,13,169,64
15191,伊野波雅彦,13,179,74
15217,权田修一,13,187,84
15320,香川真司,13,175,68
15329,蒂亚戈·内维斯,146,180,70
15365,桐细和繁,13,187,77
15416,卢卡斯·齐亚雷蒂,146,171,67
15430,马西奥·阿雷奥,146,172,70
15433,吉田麻也,13,189,79
15441,田代真一,13,182,72
15444,埃尔蒂尼奥,146,171,66
15446,乾贵士,13,169,69
15808,酒井宏树,13,183,70
15814,长友佑都,13,170,68
15892,小手川宏基,13,173,67
15958,山村和也,13,186,80
15965,森冈亮太,13,180,70
16008,片野宽理,13,179,78
16029,高木俊幸,13,170,64
16056,吕成海,16,186,80
16088,竹重安希彦,13,186,80
16094,川浪吾郎,13,192,84
16245,罗比·克鲁泽,162,179,70
16303,小林祐希,13,182,72
16346,柴崎岳,13,175,64
16370,武田英二郎,13,173,71
16423,节引一纪,13,182,82
16453,桥本拳人,13,183,76
16454,罗伯托,146,178,79
16474,远藤航,13,178,75
16478,高山薫,13,173,66
16511,石原崇兆,13,172,67
16555,埃贝尔蒂,146,183,72
16577,铃木武蔵,13,185,74
16630,伊东幸敏,13,176,68
16655,雷纳迪尼奥,146,167,68
16720,阪井达弥,13,183,77
16794,尼古拉·亚基莫夫斯基,221,187,80
16797,哈韦纳·尼基,13,197,82
16800,南野拓实,13,174,67
16812,中村航辅,13,185,82
16823,植田直通,13,186,77
16826,汤泽洋介,13,167,60
16833,濑沼优司,13,185,78
16834,六平光成,13,176,66
16851,中岛翔哉,13,164,64
16870,中原彰吾,13,177,68
30044,吉亚尼·祖维隆,224,182,70
30057,乌尔比·埃曼努埃尔森,224,176,66
30072,亨里科·德罗斯特,224,183,80
30113,罗德里戈·帕拉西奥,144,176,70
30117,恩佐·古铁雷斯,144,183,84
30122,费尔南多·加戈,144,176,68
30189,瓦隆·贝赫拉米,238,184,78
30196,西尔维奥·普罗托,197,184,74
30199,尤里·日尔科夫,230,180,75
30238,阿德里亚诺,146,172,75
30277,略伦特,236,193,90
30315,苏莱曼尼·班巴,56,190,86
30317,斯特凡纳·姆比亚,50,187,81
30323,凯文·加梅罗,208,172,69
30324,丹尼尔·孔格雷,208,185,80
30341,蒂姆·斯帕夫,207,194,78
30345,迈克尔·道森,204,188,76
30367,杰雷米·索尔邦,208,183,79
30377,法比奥·桑托斯,146,179,76
30391,迭戈·塔尔德利,146,180,70
30447,约翰·卡巴耶,208,174,71
30560,阿里·哈布西,26,196,79
30632,宾·凯赞,32,190,80
30653,西瓦拉克,36,183,78
31019,米格尔·维罗索,228,180,79
31044,拉达梅尔·法尔考,148,177,72
31048,达尼埃莱·德塞纳,215,182,79
31052,费尔南迪尼奥,146,179,67
31059,德米特罗·奇格林斯基,239,190,81
31325,威廉·扬森,224,186,75
31378,安德烈亚·马谢洛,215,184,82
31380,阿莱安德罗·罗西,215,180,80
31381,斯蒂法诺·奥卡卡,215,186,82
31385,戴维·普列托,236,185,78
31427,千叶和彦,13,183,77
31483,罗恩·弗拉尔,224,189,80
31486,西斯科,236,188,86
31506,杰卡普恩·卡普伦,36,170,65
31899,曾诚,7,191,83
32021,亚历山大·特泰,226,180,68
32135,韦恩·亨尼西,241,198,90
32139,克里斯·布伦特,225,187,85
32159,布莱兹·马图伊迪,208,180,75
32199,法比奥·夸利亚雷拉,215,180,79
32220,莱顿·贝恩斯,204,170,74
32234,马克·诺布尔,204,180,70
32280,约翰·奥比·米克尔,80,186,86
32298,杰哈,146,190,84
32302,蒂莫西·德赖克,197,185,77
32308,皮特·维尔图岑,224,189,90
32312,拉格纳·克拉万,205,187,78
32313,穆萨·登贝莱,197,185,80
32339,努里·沙欣,190,180,73
32354,凯文-普林斯·博阿滕,64,185,77
32385,加里·卡希尔,204,193,86
32386,约翰·拉迪,204,193,96
32389,汤姆·赫德尔斯通,204,188,80
32395,斯特凡·利希施泰纳,238,182,75
32433,西尔韦斯特雷·瓦雷拉,228,179,74
32436,利桑德罗·洛佩斯,144,174,74
32461,本·福斯特,204,193,90
32485,蒂姆·克鲁尔,224,188,84
32493,埃塞基耶尔·拉维奇,144,173,75
32500,沃特·布拉马,224,184,71
32549,雷吉纳尔多,146,175,72
32555,里卡多·法蒂,83,192,83
32559,杰西·穆兰,208,185,88
32578,凯文·米拉拉斯,197,182,72
32586,若奥·米兰达,146,186,80
32589,巴勃罗·萨巴莱塔,144,176,74
32595,贝尔维斯,236,170,65
32618,拉塞·舍内,203,178,78
32628,克里斯蒂亚诺·德尔格罗索,215,171,66
32653,卢卡·里戈尼,215,185,78
32657,霍纳斯·古铁雷斯,144,184,73
32668,罗伯特·埃利奥特,214,190,94
32694,格雷科,215,184,76
32720,罗杰·罗德里格斯,146,184,80
32764,萨尔瓦托雷·西里古,215,192,85
32765,马里亚诺·安杜哈尔,144,194,86
32773,安东尼诺·巴里拉,215,180,76
32776,马蒂亚斯·费尔南德斯,147,178,72
32778,温贝托·苏阿索,147,171,79
32780,何塞·罗哈斯,147,176,77
32782,乌戈·罗达列加,148,181,71
32804,刘易斯·普莱斯,241,191,85
32825,斯科特·布朗,232,175,73
32828,马丁·斯科特尔,234,191,81
32844,鲁内·亚尔斯坦,226,190,82
33029,阿莱西斯·罗马奥,91,180,74
33075,洛伦佐·德西尔维斯特里,215,186,84
33079,莱昂纳多·博努奇,215,190,86
33103,马尔科·罗西,215,188,78
33104,卢卡·奇加里尼,215,175,72
33110,达尼洛·索迪莫,215,180,70
33114,克里斯蒂安·萨帕塔,148,187,82
33159,罗伊·贝伦斯,224,173,63
33184,拉菲尼亚,146,172,68
33185,曼努埃尔·诺伊尔,210,193,93
33194,保罗·加斯科因,204,178,75
33225,马里奥·苏亚雷斯,236,188,80
33237,戴维·席尔瓦,236,173,67
33238,塞尔希奥·阿尔瓦雷斯,236,180,75
33250,安东尼奥·巴拉甘,236,182,76
33258,索内·阿鲁科,80,173,72
33266,柯蒂斯·戴维斯,204,188,76
33291,托马·曼加尼,208,183,79
33301,雷吉斯·古特纳,208,182,82
33307,乔,146,192,91
33328,儒利奥·塞萨尔,146,186,82
33431,梅诺·菲格罗亚,121,180,85
33477,胡安·卡洛斯·阿尔塞,145,176,67
33491,加布里埃尔·托雷斯,128,179,78
33555,蒿俊闵,7,178,78
33557,郜林,7,185,75
33633,冈萨洛·伊瓜因,144,186,89
33669,安德烈·科斯塔,215,182,73
33684,拉蒙·莱温,224,187,72
33700,西奥·沃尔科特,204,176,68
33702,塞尔希奥·阿圭罗,144,173,70
33727,罗伯托·希门尼斯,236,192,94
33734,阿里茨·阿杜里斯,236,181,77
33739,拉菲尼亚,146,167,67
33750,若泽·贡萨尔维斯,228,180,81
33755,兹德涅克·兹拉马尔,202,193,82
33759,埃德尔,215,179,72
33784,索尔达多,236,180,74
33794,奥斯瓦尔多,215,184,81
33799,马雷克·哈姆西克,234,183,79
33802,埃米利亚诺·维维亚诺,215,195,90
33808,弗雷泽·坎贝尔,204,172,82
33813,梅夫吕特·埃尔丁奇,190,181,85
33814,杜什科·托西奇,303,185,80
33817,加埃唐·邦,50,187,74
33818,伊格纳西奥·皮亚蒂,144,180,73
33857,塞尔吉奥·弗洛卡里,215,181,81
33872,安东尼·斯托克斯,214,180,70
33876,维托·曼诺内,215,188,77
33881,埃尔德·巴尔博扎,228,172,67
33895,罗曼·叶廖缅科,207,186,80
33909,克雷格·加德纳,204,178,76
33916,李·卡特莫尔,204,178,76
33920,迈克尔·麦格林奇,166,175,68
33923,费尔哈特·厄兹托伦,190,176,73
33926,弗雷迪·瓜林,148,183,80
33930,奥古斯托·费尔南德斯,144,177,73
33940,雷纳托·奇韦利,144,195,92
33944,埃塞奎埃尔·加雷,144,189,90
33962,阿蒂巴·哈钦森,110,187,83
33975,萨米·阿拉圭,92,182,77
33994,武农·阿尼塔,224,168,66
34002,基科·卡西利亚,236,190,86
34004,戴维·巴拉尔,236,179,82
34005,阿尔瓦罗·内格雷多,236,186,86
34007,博尔哈·巴莱罗,236,175,73
34010,斯科特·辛克莱尔,204,177,69
34025,迈达纳,144,185,86
34051,奥季尔·艾哈迈多夫,240,180,75
34068,菲力博斯扬,240,188,82
34098,卢卡·莫德里奇,200,172,66
34108,安德烈斯·瓜尔达多,124,169,60
34126,加布里埃尔·帕莱塔,215,190,80
34135,马丁·奥尔森,237,178,81
34140,马克·米利甘,162,180,80
34431,安德里·皮亚托夫,239,190,87
34432,哲马伊利,238,179,73
34437,卢卡什·法比安斯基,227,190,83
34475,迭戈·戈丁,152,187,79
34479,里纳尔多·克鲁萨多,151,180,83
34487,米格尔·平托,147,183,82
34488,毛里西奥·森特诺,147,174,76
34493,毛里西奥·卡谢拉,148,172,74
34536,罗曼·萨林,208,189,76
34544,热雷米·莫雷尔,71,172,71
34606,保罗·贝斯,208,185,84
34611,迪米特里·佩耶,208,175,77
34626,沙恩·朗,214,178,81
34630,亚当·费德里奇,162,188,90
34638,阿德里安·马里亚帕,122,180,78
34641,阿什利·扬,204,175,65
34657,菲尔·贾吉尔卡,204,183,83
34680,罗布森,204,175,79
34704,阿卜杜勒·布卡里,91,187,84
34750,克里斯托夫·雅莱,208,178,70
34781,查利·马尔格鲁,232,191,83
34783,卢卡斯·比格利亚,144,178,74
34786,瓦迪斯·奥吉贾-奥弗,197,185,67
34799,何塞·冯特,228,191,83
34805,马蒂厄·瓦尔布埃纳,208,167,58
34813,马尔科·阿尔瑙托维奇,194,192,83
34820,布拉姆·范波伦,224,179,73
34827,乔·哈特,204,196,91
34832,托马斯·佩克哈特,202,194,91
34836,曼努埃尔·达科斯塔,76,190,78
34841,斯特凡纳·塞塞尼翁,46,172,72
34845,马蒂厄·库塔德尔,208,170,69
34848,西尔万·马尔沃,208,172,66
34850,帕帕库利·迪奥普,83,180,73
34862,布拉克·伊尔马兹,190,188,80
34868,鲁伊·帕特里西奥,228,190,84
34875,凯斯·勒伊克斯,224,190,85
34876,吕德·福默,224,178,80
34878,杰雷曼·伦斯,224,178,75
34881,路易斯·苏亚雷斯,152,182,86
34882,里安·东克,224,192,80
34892,瓦尔特·比尔萨,235,184,80
34900,拉斐尔·索比斯,146,175,78
34905,扬·费尔通亨,197,189,86
34908,马塞洛,146,174,80
34918,马里亚诺·伊斯科,144,180,77
34929,达尼洛·丹布罗西奥,215,180,75
34938,托马索·贝尔尼,215,185,80
34974,安杰洛·奥邦纳,215,191,86
34986,伊西亚尔·迪亚,83,170,73
34991,凯文·莫内-帕凯,208,184,81
34996,加布里埃尔·奥贝坦,208,186,84
35002,斯特凡纳·吕菲耶,208,188,93
35019,洛伊克·雷米,208,185,82
35033,优素福·穆伦布,55,174,76
35067,约纳·托伊维奥,207,186,87
35071,汤姆·希亚里埃,224,178,74
35076,米拉莱姆·苏莱曼尼,303,178,73
35080,汉斯·穆尔德,224,180,76
35085,于海,7,183,70
35086,埃里克·彼得斯,224,183,84
35092,布鲁诺·索里亚诺,236,184,73
35097,阿德里安·洛佩斯·阿尔瓦雷斯,236,183,71
35099,克里斯蒂安·费尔南德斯,236,182,77
35108,哈维·马丁内斯,236,189,89
35109,贝尼亚特·埃切贝里亚,236,176,76
35110,纳乔·蒙雷亚尔,236,180,77
35119,尼诺,236,169,68
35123,费德里科·法齐奥,144,195,85
35124,奥斯卡·特雷霍,144,180,79
35125,阿尔贝托·德拉贝利亚,236,182,79
35165,科林·卡齐姆·理查兹,190,187,96
35173,安迪·卡罗尔,204,193,79
35181,因苏亚,144,179,79
35184,阿曼德·特拉奥雷,83,183,82
35189,阿德尔·塔拉卜特,76,185,77
35191,安德烈斯·格兰奎斯特,237,192,84
35194,米克尔·安德森,203,196,91
35200,约翰·卡瓦利,208,170,65
35204,亚历山德罗,146,183,81
35207,大卫·路易斯,146,189,84
35219,穆罕默德·托帕尔,190,187,76
35232,瓦西利斯·托罗西迪斯,211,185,80
35239,迪厄梅西埃·姆博卡尼,55,185,80
35243,赫苏斯·达托洛,144,179,77
35244,尼古拉斯·贝尔托洛,144,181,77
35249,毛里西奥·卡兰塔,144,184,77
35250,埃韦尔·巴内加,144,174,71
35252,马尔科·鲁文,144,178,75
35266,亚历山大·帕托,146,180,78
35274,马塞洛·博埃克,146,190,89
35279,马尔西奥·莫索罗,146,170,67
35281,穆里尔,146,190,78
35290,拉马赞·厄兹詹,194,185,83
35321,皮埃尔·本特松,237,175,77
35326,亚历山大·格恩特,237,184,80
35392,斯文森,237,184,83
35394,雅各布·约翰森,237,187,86
35397,蓬图斯·韦恩布卢姆,237,187,85
35400,拉格纳·西于尔兹松,213,187,77
35435,路易斯·菲格罗亚,147,179,77
35457,马克内利·托雷斯,148,175,72
35476,兹德拉夫科·库兹曼诺维奇,303,186,80
35477,埃丁森·卡瓦尼,152,184,71
35483,莱安德罗·格里米,144,183,78
35487,比亚比安,208,177,73
35492,安西·亚科拉,207,193,88
35495,戈克汗·因勒,238,183,80
35496,加雷思·贝尔,241,185,82
35499,克里斯蒂安·富克斯,194,187,89
35505,乔纳森·埃文斯,225,188,77
35508,凯尔·拉弗蒂,225,193,71
35509,韦德兰·乔尔卢卡,200,192,84
35514,博扬·约基奇,235,176,77
35532,史蒂文·德福尔,197,173,65
35535,雅各布·布拉什奇科夫斯基,227,176,77
35540,安德里斯·瓦宁斯,217,186,85
35548,斯特凡·拉杜,229,183,79
35553,埃尔纳内斯,146,180,76
35876,塞萨尔·阿斯皮利奎塔,236,178,78
35878,卢卡斯·雷瓦,146,179,78
35880,何塞·埃内斯托·索萨,144,179,72
35882,毛罗·萨拉特,144,175,77
35888,奥尔多·西蒙奇尼,231,184,76
35893,达维德·西蒙奇尼,231,186,84
35943,格沃尔格·卡斯帕罗夫,193,182,82
35977,绍柳斯·米科柳纳斯,219,178,76
36001,尤斯廷·哈贝尔,222,180,70
36016,米凯尔·米夫萨德,222,164,67
36052,何塞普·戈梅斯,192,181,80
36061,马克·普若尔,192,168,58
36065,马西奥·维埃拉,192,180,80
36066,塞尔希·莫雷诺,192,180,77
36077,马丁·比歇尔,218,174,71
36122,奥雷利安·约阿希姆,220,185,82
36127,亚历山德鲁·埃普雷亚努,223,189,85
36132,亚历山德鲁·加茨坎,223,186,79
36203,马雷克·苏希,202,183,84
36207,博热克·多奇卡尔,202,182,72
36217,托马什·内齐德托,202,191,84
36246,贾内尔·埃尔金,190,181,72
36256,阿尔捷姆·久巴,230,196,97
36288,乔尔吉尼奥·维纳尔杜姆,224,175,69
36343,尼古拉·米哈伊洛夫,199,194,85
36349,尼古拉·季米特洛夫,199,175,76
36358,索克拉蒂斯·帕帕斯塔索普洛斯,211,186,89
36361,佩尔帕里姆·海泰马伊,207,175,74
36396,布拉尼斯拉夫·伊万诺维奇,303,185,91
36403,谢尔盖·雷日科夫,230,192,92
36431,贝拉姆·卡亚勒,189,178,74
36434,利奥尔·雷法埃洛夫,189,176,70
36435,托梅尔·哈米德,189,186,80
36599,沃尔特·蒙蒂洛,144,172,71
36602,威廉·万克尔,208,179,73
36612,王大雷,7,185,75
36625,伊万·拉基蒂奇,200,184,78
36627,扬·索默,238,183,79
36659,大卫·纽金特,204,180,76
36666,多梅尼科·克里希托,215,183,75
36671,埃马努埃莱·卡莱奥,215,179,73
36685,佩德罗·莱昂,236,183,73
36697,帕皮斯·西塞,83,183,73
36702,鲁滨逊·萨帕塔,148,186,76
36703,大卫·奥斯皮纳,148,183,80
36706,保罗·德拉哈扎,151,176,77
36714,阿图罗·比达尔,147,180,75
36718,阿莱克西斯·桑切斯,147,168,62
36721,何塞·卡维昂,147,171,66
36727,费尔南多·穆斯莱拉,152,190,84
36743,尤卡·赖塔拉,207,181,76
36744,马库斯·哈尔斯蒂,207,185,85
36764,亚历山大·科拉罗夫,303,187,81
36766,胡安·马塔,236,170,63
36768,弗拉泽·福斯特,204,201,93
36769,胡梅尔斯,210,191,92
36770,托尼·克罗斯,210,183,76
36774,费尔南多·弗朗西斯科·雷热斯,146,183,76
36776,阿吉阿尔·布尔戈斯,152,180,77
36777,柯克·布罗德富特,232,191,89
36782,蒂蒂,146,188,89
36788,阿德里恩·席尔瓦,228,175,69
36797,康斯坦蒂诺斯·米特罗格卢,211,188,86
36807,马蒂亚斯·约根森,203,189,79
36817,马里奥·曼祖基奇,200,190,85
36821,埃尔南·巴尔科斯,144,187,92
36832,戈克汉·戈努尔,190,175,75
36841,巴勒什·乌兹别克,210,180,81
36845,米歇尔·莫尔加内拉,238,182,77
36847,法比安·弗雷,238,183,80
36848,瓦伦丁·斯托克,238,179,73
36854,达梅·恩多耶,83,186,81
36857,奥雷斯蒂斯·卡尼齐斯,211,190,79
36862,卡多佐,150,193,87
36865,伯格西奥,144,179,74
36867,法比奥·科恩特朗,228,179,66
36870,阿伊塔米·阿蒂莱斯,236,185,82
36874,阿德里安·洛佩斯·阿尔瓦雷斯,236,183,78
36875,阿尔韦托·布埃诺,236,179,68
36876,巴勃罗·埃尔南德斯,236,173,66
36877,迭戈·科斯塔,236,188,85
36878,劳尔·费尔南德斯,236,195,92
36880,伊斯梅尔·洛佩斯,236,180,76
36888,马丁·卡塞雷斯,152,180,78
36890,贡纳尔·尼尔森,206,191,86
36893,亚历山大·皮尔斯,214,188,85
36895,比利·夏普,204,178,70
36896,卡梅隆·杰尔姆,204,185,85
36918,迭戈·阿尔维斯,146,187,83
36941,埃尔温·穆尔德,224,193,88
36943,卡西奥·拉莫斯,146,195,92
36944,斯洛博丹·拉伊科维奇,303,191,88
36945,法格纳·孔塞尔瓦,146,168,67
36947,阿里,230,180,82
36949,塞尔希奥·罗梅罗,144,192,87
36951,米切尔·唐纳德,224,184,85
36956,勒罗伊·乔治,224,175,67
36958,约翰,105,175,63
36967,诺丁·阿姆拉巴特,76,181,77
36986,库阿西·热尔维尼奥,56,179,68
36992,法比安·勒穆瓦纳,208,175,72
36996,奥雷利安·切茹,50,184,84
36998,埃登·阿扎尔,197,173,76
37000,阿迪尔·拉米,208,190,88
37005,亨里·赛维,83,174,76
37016,樊尚·穆拉托里,208,179,71
