edit_team_id,team_name,code3,pesdb_index,confidence,note
33,Egypt,EGY,33,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
34,Nigeria,NGA,34,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
35,Cameroon,CMR,35,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
36,South Africa,ZAF,36,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
37,Senegal,SEN,37,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
38,United States,USA,38,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
39,Mexico,MEX,39,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
40,Jamaica,JAM,40,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
41,Costa Rica,CRI,41,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
42,Honduras,HND,42,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
43,Colombia,COL,43,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
44,Brazil,BRA,44,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
45,Peru,PER,45,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
46,Chile,CHL,46,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
47,Paraguay,PRY,47,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
48,Uruguay,URY,48,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
49,Argentina,ARG,49,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
50,Ecuador,ECU,50,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
51,Japan,JPN,51,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
52,South Korea,KOR,52,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
53,China,CHN,53,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
54,Iran,IRN,54,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
55,Saudi Arabia,SAU,55,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
56,Australia,AUS,56,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
57,Latvia,LVA,57,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
59,Arsenal FC,ARS,59,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
100,Kashiwa Reysol,KAS,100,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
101,FC Tokyo,TOK,101,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
102,Yokohama F. Marinos,YFM,102,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
103,Shimizu S-Pulse,SMZ,103,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
104,Júbilo Iwata,IWT,104,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
105,Nagoya Grampus,NGY,105,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
106,Kyoto Sanga,KYT,106,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
107,Gamba Osaka,GAM,107,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
108,Vissel Kobe,KBE,108,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
109,Sanfrecce Hiroshima,SAH,109,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
110,Kawasaki Frontale,KAF,110,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
111,Shonan Bellmare,SHN,111,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
112,Cerezo Osaka,COS,112,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
113,Avispa Fukuoka,AVI,113,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
114,Sagan Tosu,TSU,114,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
115,Atlético Madrid,ATM,115,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
116,Manchester City,MCI,116,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
117,RSC Anderlecht,AND,117,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
118,AC Sparta Prague,SPA,118,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
119,Blackburn Rovers,BLB,119,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
120,Everton FC,EVE,120,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
121,Fulham FC,FUL,121,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
122,Tottenham Hotspur,TOT,122,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
123,AJ Auxerre,AJA,123,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
124,Olympique Lyonnais,OL,124,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
125,RC Lens,RCL,125,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
127,SV Werder Bremen,SVW,127,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
128,Bologna FC,BOL,128,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
130,Udinese Calcio,UDI,130,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
131,SL Benfica,SLB,131,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
132,FC Porto,POR,132,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
133,Sporting CP,SCP,133,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
134,Real Betis,BET,134,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
135,Celta de Vigo,CEL,135,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
136,Real Sociedad,RSO,136,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
137,Fenerbahçe SK,FB,137,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
138,Panathinaikos FC,PAN,138,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
139,Zalgiris Vilnius,ZLG,139,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
140,Ceres Negros,CER,140,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
172,FC Utrecht,UTR,172,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
173,Vitesse Arnhem,VIT,173,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
174,FC Volendam,VOL,174,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
175,RKC Waalwijk,RKC,175,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
176,Athletic Bilbao,ATH,176,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
177,RCD Espanyol,ESP,177,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
178,Málaga CF,MAL,178,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
179,RCD Mallorca,MLL,179,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
180,CA Osasuna,OSA,180,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
181,Racing Santander,RRC,181,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
182,Sevilla FC,SEV,182,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
184,Villarreal CF,VIL,184,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
186,Club Brugge KV,BRU,186,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
187,AEK Athens,AEK,187,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
188,Lokomotiv Moskva,LMO,188,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
190,Beşiktaş JK,BJK,190,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
191,Cruzeiro EC,CRU,191,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
192,Jeonbuk Hyundai Motors,JEO,192,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
193,Pohang Steelers,POH,193,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
194,Beijing Guoan,BJG,194,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
195,Changchun Yatai,CCY,195,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
196,Wuhan Three Towns,WTL,196,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
197,Guangzhou FC,GFC,197,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
198,Chengdu Rongcheng,CDR,198,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
199,Ascoli Calcio,ASC,199,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
200,SSC Bari,BAR,200,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
201,Cagliari Calcio,CAG,201,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
203,SSC Napoli,NAP,203,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
204,Ternana Calcio,TER,204,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
205,Torino FC,TOR,205,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
207,SC Cambuur-Leeuwarden,SCC,207,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
208,FC Emmen,EMM,208,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
209,SBV Excelsior,EXC,209,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
211,Go Ahead Eagles,GAE,211,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
213,UD Almería,ALM,213,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
215,Getafe CF,GET,215,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
216,Sporting Gijón,GIJ,216,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
217,UD Las Palmas,LAP,217,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
218,Levante UD,LEV,218,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
219,Rayo Vallecano,RAY,219,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
221,Burnley FC,BUR,221,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
234,Stade Malherbe Caen,SMC,234,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
235,Clermont Foot,CLE,235,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
239,Chamois Niortais FC,NIO,239,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
240,AS Saint-Étienne,STE,240,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
242,FSV Mainz 05,M05,242,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
243,Rainmakers Classics,RMC,243,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
244,Fireblast Classics,FBC,244,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
245,Warmstorm Classics,WSC,245,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
250,Predators Classics,PRC,250,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
251,Afghanistan,AFG,251,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
252,Bahrain,BHR,252,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
254,Cambodia,KHM,254,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
255,India,IND,255,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
256,Indonesia,IDN,256,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
258,Jordan,JOR,258,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
259,North Korea,PRK,259,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
260,Kuwait,KWT,260,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
261,Lebanon,LBN,261,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
263,Myanmar,MMR,263,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
264,Nepal,NPL,264,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
265,Oman,OMN,265,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
266,Pakistan,PAK,266,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
267,Palestine,PSE,267,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
268,Philippines,PHL,268,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
269,Qatar,QAT,269,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
270,Singapore,SGP,270,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
271,Syria,SYR,271,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
273,United Arab Emirates,ARE,273,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
274,Vietnam,VNM,274,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
289,Tanzania,TZN,289,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
295,Canada,CAN,295,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
306,Andorra,AND,306,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
310,Bosnia and Herzegovina,BIH,310,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
317,Liechtenstein,LIE,317,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
320,North Macedonia,MKD,320,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
323,San Marino,SMR,323,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
325,KRC Genk,GNK,325,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
327,Standard Liège,STA,327,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
328,KV Mechelen,KVM,328,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
333,PAOK Thessaloniki,PAO,333,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
336,FCSB,FSB,336,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
337,CSKA Moskva,CSK,337,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
342,Hibernian FC,HIB,342,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
345,Argentinos Juniors,ARG,345,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
349,CA Independiente,IND,349,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
351,CA Rosario Central,RC,351,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
355,Botafogo,BOT,355,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
357,CR Flamengo,FLA,357,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
361,SC Internacional,INT,361,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
362,Santos FC,SAN,362,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
363,São Paulo FC,SAO,363,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
364,CSD Colo Colo,CC,364,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
366,Millonarios FC,MIL,366,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
368,Olimpia Asunción,OLI,368,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
370,CA Peñarol,PEN,370,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
377,Al Shabab Riyadh,SHA,377,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
378,Pakhtakor Tashkent,PAK,378,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
379,TP Mazembe,MAZ,379,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
382,Buriram United,BRU,382,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
383,Valenciennes FC,VA,383,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
387,Sydney FC,SYD,387,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
388,AIK Solna,AIK,388,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
389,RB Salzburg,RBS,389,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
391,SD Ponferradina,PON,391,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
394,FC Basel,BAS,394,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
395,HJK Helsinki,HJK,395,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
398,Legia Warszawa,WRZ,398,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
399,Bristol City,BCI,399,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
400,Blackpool FC,BLA,400,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
403,CF Monterrey,MON,403,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
405,Vitória Sport Clube,VSC,405,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
406,Sivasspor,SIV,406,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
407,Aalborg BK,AAB,407,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
413,AS Cittadella,CIT,413,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
414,Arsenal Fútbol Club,ARS,414,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
415,CA Huracán,HUR,415,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
416,CA Colón,COL,416,candidate,1:1 假设，未验证（Team.bin 顺序!=team_id，可能错配）
418,AS Saint-Étienne,STE,240,verified,球员实名核对通过
420,ESTAC Troyes,TRO,241,verified,球员实名核对通过
1010,,,,unknown,team_id 1010 > pesdb 条目数 739，无候选
1011,,,,unknown,team_id 1011 > pesdb 条目数 739，无候选
1012,,,,unknown,team_id 1012 > pesdb 条目数 739，无候选
1013,,,,unknown,team_id 1013 > pesdb 条目数 739，无候选
1015,,,,unknown,team_id 1015 > pesdb 条目数 739，无候选
1022,,,,unknown,team_id 1022 > pesdb 条目数 739，无候选
1026,,,,unknown,team_id 1026 > pesdb 条目数 739，无候选
1031,,,,unknown,team_id 1031 > pesdb 条目数 739，无候选
1032,,,,unknown,team_id 1032 > pesdb 条目数 739，无候选
1040,,,,unknown,team_id 1040 > pesdb 条目数 739，无候选
1044,,,,unknown,team_id 1044 > pesdb 条目数 739，无候选
1051,,,,unknown,team_id 1051 > pesdb 条目数 739，无候选
1058,,,,unknown,team_id 1058 > pesdb 条目数 739，无候选
1059,,,,unknown,team_id 1059 > pesdb 条目数 739，无候选
1067,,,,unknown,team_id 1067 > pesdb 条目数 739，无候选
1083,,,,unknown,team_id 1083 > pesdb 条目数 739，无候选
1113,,,,unknown,team_id 1113 > pesdb 条目数 739，无候选
1128,,,,unknown,team_id 1128 > pesdb 条目数 739，无候选
1129,,,,unknown,team_id 1129 > pesdb 条目数 739，无候选
1141,,,,unknown,team_id 1141 > pesdb 条目数 739，无候选
1164,,,,unknown,team_id 1164 > pesdb 条目数 739，无候选
1165,,,,unknown,team_id 1165 > pesdb 条目数 739，无候选
1166,,,,unknown,team_id 1166 > pesdb 条目数 739，无候选
1167,,,,unknown,team_id 1167 > pesdb 条目数 739，无候选
1168,,,,unknown,team_id 1168 > pesdb 条目数 739，无候选
1169,,,,unknown,team_id 1169 > pesdb 条目数 739，无候选
1170,,,,unknown,team_id 1170 > pesdb 条目数 739，无候选
1171,,,,unknown,team_id 1171 > pesdb 条目数 739，无候选
1172,,,,unknown,team_id 1172 > pesdb 条目数 739，无候选
1173,,,,unknown,team_id 1173 > pesdb 条目数 739，无候选
1174,,,,unknown,team_id 1174 > pesdb 条目数 739，无候选
1175,,,,unknown,team_id 1175 > pesdb 条目数 739，无候选
1176,,,,unknown,team_id 1176 > pesdb 条目数 739，无候选
1177,,,,unknown,team_id 1177 > pesdb 条目数 739，无候选
1178,,,,unknown,team_id 1178 > pesdb 条目数 739，无候选
1179,,,,unknown,team_id 1179 > pesdb 条目数 739，无候选
1180,,,,unknown,team_id 1180 > pesdb 条目数 739，无候选
1181,,,,unknown,team_id 1181 > pesdb 条目数 739，无候选
1182,,,,unknown,team_id 1182 > pesdb 条目数 739，无候选
1183,,,,unknown,team_id 1183 > pesdb 条目数 739，无候选
1184,,,,unknown,team_id 1184 > pesdb 条目数 739，无候选
1195,,,,unknown,team_id 1195 > pesdb 条目数 739，无候选
1196,,,,unknown,team_id 1196 > pesdb 条目数 739，无候选
1197,,,,unknown,team_id 1197 > pesdb 条目数 739，无候选
1200,,,,unknown,team_id 1200 > pesdb 条目数 739，无候选
1203,,,,unknown,team_id 1203 > pesdb 条目数 739，无候选
1207,,,,unknown,team_id 1207 > pesdb 条目数 739，无候选
1208,,,,unknown,team_id 1208 > pesdb 条目数 739，无候选
1212,,,,unknown,team_id 1212 > pesdb 条目数 739，无候选
1217,,,,unknown,team_id 1217 > pesdb 条目数 739，无候选
1218,,,,unknown,team_id 1218 > pesdb 条目数 739，无候选
1219,,,,unknown,team_id 1219 > pesdb 条目数 739，无候选
1220,,,,unknown,team_id 1220 > pesdb 条目数 739，无候选
1222,,,,unknown,team_id 1222 > pesdb 条目数 739，无候选
1230,,,,unknown,team_id 1230 > pesdb 条目数 739，无候选
1232,,,,unknown,team_id 1232 > pesdb 条目数 739，无候选
1236,,,,unknown,team_id 1236 > pesdb 条目数 739，无候选
1237,,,,unknown,team_id 1237 > pesdb 条目数 739，无候选
1238,,,,unknown,team_id 1238 > pesdb 条目数 739，无候选
1239,,,,unknown,team_id 1239 > pesdb 条目数 739，无候选
1240,,,,unknown,team_id 1240 > pesdb 条目数 739，无候选
1241,,,,unknown,team_id 1241 > pesdb 条目数 739，无候选
1242,,,,unknown,team_id 1242 > pesdb 条目数 739，无候选
1243,,,,unknown,team_id 1243 > pesdb 条目数 739，无候选
1244,,,,unknown,team_id 1244 > pesdb 条目数 739，无候选
1245,,,,unknown,team_id 1245 > pesdb 条目数 739，无候选
1246,,,,unknown,team_id 1246 > pesdb 条目数 739，无候选
1247,,,,unknown,team_id 1247 > pesdb 条目数 739，无候选
1248,,,,unknown,team_id 1248 > pesdb 条目数 739，无候选
1249,,,,unknown,team_id 1249 > pesdb 条目数 739，无候选
1250,,,,unknown,team_id 1250 > pesdb 条目数 739，无候选
1251,,,,unknown,team_id 1251 > pesdb 条目数 739，无候选
1252,,,,unknown,team_id 1252 > pesdb 条目数 739，无候选
1254,,,,unknown,team_id 1254 > pesdb 条目数 739，无候选
1255,,,,unknown,team_id 1255 > pesdb 条目数 739，无候选
1256,,,,unknown,team_id 1256 > pesdb 条目数 739，无候选
1257,,,,unknown,team_id 1257 > pesdb 条目数 739，无候选
1258,,,,unknown,team_id 1258 > pesdb 条目数 739，无候选
1327,,,,unknown,team_id 1327 > pesdb 条目数 739，无候选
1328,,,,unknown,team_id 1328 > pesdb 条目数 739，无候选
1329,,,,unknown,team_id 1329 > pesdb 条目数 739，无候选
1330,,,,unknown,team_id 1330 > pesdb 条目数 739，无候选
1363,,,,unknown,team_id 1363 > pesdb 条目数 739，无候选
1386,,,,unknown,team_id 1386 > pesdb 条目数 739，无候选
1493,,,,unknown,team_id 1493 > pesdb 条目数 739，无候选
1528,,,,unknown,team_id 1528 > pesdb 条目数 739，无候选
1550,,,,unknown,team_id 1550 > pesdb 条目数 739，无候选
1551,,,,unknown,team_id 1551 > pesdb 条目数 739，无候选
1588,,,,unknown,team_id 1588 > pesdb 条目数 739，无候选
1589,,,,unknown,team_id 1589 > pesdb 条目数 739，无候选
1595,,,,unknown,team_id 1595 > pesdb 条目数 739，无候选
1600,,,,unknown,team_id 1600 > pesdb 条目数 739，无候选
1706,,,,unknown,team_id 1706 > pesdb 条目数 739，无候选
1753,,,,unknown,team_id 1753 > pesdb 条目数 739，无候选
1760,,,,unknown,team_id 1760 > pesdb 条目数 739，无候选
1765,,,,unknown,team_id 1765 > pesdb 条目数 739，无候选
1804,,,,unknown,team_id 1804 > pesdb 条目数 739，无候选
