ml_idx,name_cn,abbr,stadium,budget_raw,budget_eur,ml_seq
519,卡拉卡斯,CAR,,10000,1000000,519
520,康塞普西翁大学,CCA,,0,0,520
521,德尔芬,DEL,,10000,1000000,521
522,科金博,COQ,,0,0,522
523,比尼斯纳勒,BIN,,10000,1000000,523
524,迪亚萨格雷西奥,DZC,,0,0,524
525,杜扎加利亚,DZG,,0,0,525
526,山谷独立,IND,,0,0,526
527,利加大学,LDU,,0,0,527
528,费古埃伦斯,FIG,,0,0,528
529,自由,LIB,,10000,1000000,529
530,乌拉圭民族,NAC,,0,0,530
531,奥林匹亚,OLI,,0,0,531
532,佩纳罗尔,PEN,,0,0,532
533,维尔斯特曼,WIL,,0,0,533
534,伊奎克,IQU,,0,0,534
535,蒂格雷,TIG,,10000,1000000,535
536,西部FC,OES,,0,0,536
537,巴拉纳,PAR,,10000,1000000,537
538,迈阿密国际,MIA,,10000,1000000,538
539,纳什维尔,NSH,,0,0,539
540,男孩体育,SBA,,0,0,540
541,水晶竞技,SC,,10000,1000000,541
542,辛辛那提,CIN,,10000,1000000,542
543,利马大学,UNI,,0,0,543
544,奥兰多城,ORL,,10000,1000000,544
545,堪萨斯城体育,SKC,,0,0,545
546,温哥华白帽,VAN,,0,0,546
547,墨尔本胜利,MEL,,0,0,547
548,珀斯光荣,PEG,,10000,1000000,548
549,悉尼FC,SYD,,10000,1000000,549
550,德黑兰独立,EST,,10000,1000000,550
551,波斯波利斯,PER,,10000,1000000,551
552,塞帕罕,SEP,,10000,1000000,552
553,汽车城,SHK,,10000,1000000,553
554,巴格达警察,SHR,,10000,1000000,554
555,柔佛新山,JDT,,10000,1000000,555
556,杜海勒,DUH,,10000,1000000,556
557,萨德,SDD,,500000,50000000,557
558,全北现代,JEO,,30000,3000000,558
