ml_idx,name_cn,abbr,stadium,budget_raw,budget_eur,ml_seq
87,HERACLES,HER,,30000,3000000,87
88,PEC ZWOLLE,ZWO,,10000,1000000,88
89,PSV,PSV,,10000,1000000,89
90,RKC WAALWIJK,RKC,,100000,10000000,90
91,SPARTA ROTTERDAM,SPA,,10000,1000000,91
92,TWENTE,TWE,,10000,1000000,92
93,UTRECHT,UTR,,50000,5000000,93
94,VITESSE,VIT,,30000,3000000,94
95,VVV,VVV,,30000,3000000,95
96,WILLEM II,WIL,,10000,1000000,96
97,BELENENSES,BEL,,10000,1000000,97
98,BENFICA,SLB,,10000,1000000,98
99,BOAVISTA,BOA,,300000,30000000,99
100,FAMALICÃO,FAM,,10000,1000000,100
101,FARENSE,FAR,,10000,1000000,101
102,GIL VICENTE,GIL,,10000,1000000,102
103,MADEIRA BP,MAB,,10000,1000000,103
104,MARÍTIMO,MAR,,10000,1000000,104
105,MOREIRENSE,MOR,,10000,1000000,105
106,PAÇOS DE FERREIRA,PFE,,10000,1000000,106
107,PORTIMONENSE,PTM,,10000,1000000,107
108,PORTO,POR,,10000,1000000,108
109,RIO AVE,RAV,,300000,30000000,109
110,SANTA CLARA,STA,,10000,1000000,110
111,SPORTING BRAGA,BRA,,10000,1000000,111
112,SPORTING CP,SCP,,10000,1000000,112
113,TONDELA,TON,,100000,10000000,113
114,VITÓRIA GUIMARÃES,GUI,,10000,1000000,114
115,AMÉRICA MINEIRO,AME,,10000,1000000,115
116,ATHLETICO PARANAENSE,CAP,,10000,1000000,116
117,ATLÉTICO GO,ACG,,50000,5000000,117
118,ATLÉTICO MINEIRO,CAM,,10000,1000000,118
119,BAHIA,BAH,,50000,5000000,119
120,CEARÁ,CEA,,30000,3000000,120
121,CHAPECOENSE,CHA,,10000,1000000,121
122,CORINTHIANS,COR,,10000,1000000,122
123,CUIABÁ,CUI,,50000,5000000,123
124,FLAMENGO,FLA,,10000,1000000,124
125,FLUMINENSE,FLU,,100000,10000000,125
126,FORTALEZA,FOR,,30000,3000000,126
127,GRÊMIO,GRE,,10000,1000000,127
128,INTERNACIONAL,INT,,50000,5000000,128
129,JUVENTUDE,JUV,,30000,3000000,129
130,BARRA FUNDA V,BFU,,10000,1000000,130
131,RED BULL BRAGANTINO,RBB,,100000,10000000,131
132,SANTOS,SAN,,100000,10000000,132
133,SÃO PAULO,SAO,,50000,5000000,133
134,SPORT RECIFE,SPO,,50000,5000000,134
135,ALDOSIVI,ALD,,10000,1000000,135
136,ARGENTINOS JUNIORS,ARG,,10000,1000000,136
137,ARSENAL,ARS,,10000,1000000,137
138,ATLÉTICO TUCUMÁN,ATU,,10000,1000000,138
139,BANFIELD,BAN,,30000,3000000,139
140,BOCA JUNIORS,BOC,,30000,3000000,140
141,CENTRAL CÓRDOBA SDE,COR,,100000,10000000,141
142,COLÓN,COL,,10000,1000000,142
143,DEFENSA Y JUSTICIA,DYJ,,30000,3000000,143
144,ESTUDIANTES,EST,,30000,3000000,144
145,GIMNASIA LA PLATA,GIM,,30000,3000000,145
146,GODOY CRUZ,GOD,,30000,3000000,146
147,HURACÁN,HUR,,30000,3000000,147
148,INDEPENDIENTE,IND,,50000,5000000,148
149,LANÚS,LAN,,50000,5000000,149
150,NEWELL'S OLD BOYS,NOB,,50000,5000000,150
151,PATRONATO,PAT,,30000,3000000,151
152,PLATENSE,CAP,,10000,1000000,152
153,RACING CLUB,RAC,,10000,1000000,153
154,RIVER PLATE,RIV,,50000,5000000,154
155,ROSARIO CENTRAL,RC,,100000,10000000,155
156,SAN LORENZO,SLO,,30000,3000000,156
157,SARMIENTO,SAR,,50000,5000000,157
158,TALLERES DE CÓRDOBA,TAL,,10000,1000000,158
159,UNIÓN,CAU,,50000,5000000,159
160,VÉLEZ SARSFIELD,VEL,,30000,3000000,160
161,PES UNITED,PES,,50000,5000000,161
162,ALMCHENDOLF,ACF,,0,0,162
163,EHRENHOFSTADT,EHS,,0,0,163
164,FINESEEBERG,FNS,,0,0,164
165,KRIEDBACH,KDB,,0,0,165
166,LENGERBLITZ,LGZ,,0,0,166
167,XAKOULAGOS,XKG,,0,0,167
168,HERISMAKHGIA,HHG,,0,0,168
169,MARGUAPARRENA,MGP,,0,0,169
170,SERIGNALUCA,SRG,,0,0,170
171,CELUVARIS,CVR,,0,0,171
172,TEDLOGHEC,TGH,,0,0,172
173,WARYAMOSUK,WRY,,0,0,173
174,NAKHQACHEV,NQC,,0,0,174
175,SAINTRAGLER,SRR,,0,0,175
176,BLOOKROWS,BOO,,0,0,176
177,MRABSPOR,MBP,,0,0,177
178,TRUNECAN,TRN,,0,0,178
179,NELAPOLTSK,NLP,,0,0,179
180,GHARNETOVA,GHR,,0,0,180
181,CUNTURIPA,CTP,,0,0,181
182,PUNTIHUERVA,PHV,,0,0,182
183,ARUZUTANQUE,ARZ,,0,0,183
184,QUERTEMOYO,QRT,,0,0,184
185,CATERAVAI,CRV,,0,0,185
186,TARGUERAL,TRL,,0,0,186
187,GIBERCHAMPU,GCP,,0,0,187
188,ZARQUAGENA,ZQG,,0,0,188
189,BUCHANEVA,BCV,,0,0,189
190,HARMANUCI,HNC,,0,0,190
191,HEZTORRIUM,HZR,,0,0,191
192,TYHUANZO,THZ,,0,0,192
193,GUARCHOMATO,GRM,,0,0,193
194,NUERRUJIYO,NRJ,,0,0,194
195,BIRAQUACHU,BRQ,,0,0,195
196,QHARITUNBO,QHA,,0,0,196
197,HIENTOZARIO,HTZ,,0,0,197
198,BAMGARRUA,BMR,,0,0,198
199,CARIZUPELLO,CZP,,0,0,199
200,MARRIBOHUA,MBH,,0,0,200
201,WE UNITED,WEU,,0,0,201
202,KALAQUISONG CITY,KQC,,0,0,202
203,HUANGYING QINGSHUN,HGQ,,0,0,203
204,BHARSHAPUR,BSP,,0,0,204
205,CERSIPLA JAKARTA,CPJ,,0,0,205
206,SAYRAMSKAL,SYS,,0,0,206
207,ZANGRHAN,ZRH,,0,0,207
208,ALTIPLANO BUNAN,BNN,,0,0,208
209,MOUQABARAM,MQB,,0,0,209
210,QATOREJAN,QTJ,,0,0,210
211,MORATYADI,MYD,,0,0,211
212,YARAYDECCAH,YDC,,0,0,212
213,FONTANA CITY,FTC,,0,0,213
214,SUJUNG BADA,SJB,,0,0,214
215,CHEONSANG TEAYANG,CTY,,0,0,215
216,KRUNGTHEP UNITED,KTU,,0,0,216
217,ALMORFIDA,MFD,,0,0,217
218,KHARIMSHARJAH,KHR,,0,0,218
219,QAXOQAVOIY,QXQ,,0,0,219
220,HAIPHONG ATHLETIC,HPA,,0,0,220
221,AUDAX ITALIANO,AUD,,0,0,221
222,COBRESAL,CSL,,10000,1000000,222
223,COLO COLO,CC,,10000,1000000,223
224,CURICÓ UNIDO,CUR,,30000,3000000,224
225,DEPORTES ANTOFAGASTA,ANT,,10000,1000000,225
226,DEPORTES LA SERENA,LAS,,10000,1000000,226
227,DEPORTES MELIPILLA,MEP,,10000,1000000,227
228,EVERTON,EVE,,10000,1000000,228
229,HUACHIPATO,HUA,,10000,1000000,229
230,ÑUBLENSE,NUB,,30000,3000000,230
231,O'HIGGINS,OHI,,10000,1000000,231
232,PALESTINO,PAL,,10000,1000000,232
233,SANTIAGO WANDERERS,SW,,10000,1000000,233
234,UNIÓN ESPAÑOLA,UE,,10000,1000000,234
235,UNIÓN LA CALERA,ULC,,10000,1000000,235
236,UNIVERSIDAD CATÓLICA,UC,,10000,1000000,236
237,UNIVERSIDAD DE CHILE,UCH,,30000,3000000,237
238,BARNSLEY R,BAR,,30000,3000000,238
239,BIRMINGHAM B,BIR,,30000,3000000,239
240,BLACKBURN BW,BLB,,50000,5000000,240
241,BOURNEMOUTH RB,BOU,,30000,3000000,241
242,BRENTFORD RW,BRE,,300000,30000000,242
243,BRISTOL R,BRR,,30000,3000000,243
244,CARDIFF B,CAR,,50000,5000000,244
245,COVENTRY B,COV,,100000,10000000,245
246,DERBY WB,DER,,10000,1000000,246
247,HUDDERSFIELD BW,HUD,,50000,5000000,247
248,LUTON WO,LUT,,100000,10000000,248
249,MIDDLESBROUGH RW,MID,,10000,1000000,249
250,MILLWALL BW,MIL,,100000,10000000,250
251,NORWICH YG,NWH,,10000,1000000,251
252,NOTTINGHAM RW,NHR,,100000,10000000,252
253,PRESTON WB,PRE,,100000,10000000,253
254,QUEEN'S PARK BW,QUP,,10000,1000000,254
255,READING BW,RDG,,10000,1000000,255
256,ROTHERHAM RW,RTH,,50000,5000000,256
257,SHEFFIELD BW,SHB,,10000,1000000,257
258,STOKE RW,STK,,100000,10000000,258
259,SWANSEA W,SWA,,100000,10000000,259
260,WATFORD BY,WAT,,50000,5000000,260
261,WYCOMBE B,WYC,,300000,30000000,261
262,ALBACETE BN,ALB,,10000,1000000,262
263,ALCORCÓN AA,ALC,,30000,3000000,263
264,ALMERÍA RB,ALM,,10000,1000000,264
265,CARTAGENA NB,CTG,,100000,10000000,265
266,CASTELLÓN NB,CAS,,10000,1000000,266
267,FUENLABRADA A,FUE,,10000,1000000,267
268,GIJÓN RB,GIJ,,10000,1000000,268
269,GIRONA R,GIR,,50000,5000000,269
270,LAS PALMAS AA,LAP,,50000,5000000,270
271,LEGANÉS AB,LEG,,30000,3000000,271
272,LLOBREGAT AB,LLO,,50000,5000000,272
273,LOGROÑO RB,LOG,,300000,30000000,273
274,LUGO RB,LUG,,10000,1000000,274
275,MÁLAGA AB,MAL,,10000,1000000,275
276,MALLORCA RN,MLL,,50000,5000000,276
277,MIRANDA DE EBRO RN,MIR,,50000,5000000,277
278,OVIEDO A,OVI,,10000,1000000,278
279,PONFERRADA AB,PON,,10000,1000000,279
280,SABADELL AB,SAB,,10000,1000000,280
281,TENERIFE AB,TEN,,10000,1000000,281
282,VALLECAS BR,VAS,,10000,1000000,282
283,ZARAGOZA BA,ZAR,,50000,5000000,283
284,AJACCIO,ACA,,30000,3000000,284
285,AMIENS,ASC,,10000,1000000,285
286,AUXERRE,AJA,,50000,5000000,286
287,CAEN,SMC,,50000,5000000,287
288,CHAMBLY,CHB,,50000,5000000,288
289,CHÂTEAUROUX,LBC,,10000,1000000,289
290,CLERMONT,CLE,,10000,1000000,290
291,DUNKERQUE,DKQ,,10000,1000000,291
292,GRENOBLE FOOT 38,GRB,,10000,1000000,292
293,GUINGAMP,EAG,,30000,3000000,293
294,LE HAVRE,HAC,,30000,3000000,294
295,NANCY,ASN,,30000,3000000,295
296,NIORT,NIO,,30000,3000000,296
297,PARIS,PFC,,10000,1000000,297
298,PAU,PAU,,10000,1000000,298
299,RODEZ,ROD,,10000,1000000,299
300,SOCHAUX,SOC,,10000,1000000,300
301,TOULOUSE,TFC,,50000,5000000,301
302,TROYES,TRO,,50000,5000000,302
303,VALENCIENNES,VA,,30000,3000000,303
304,ASCOLI,ASC,,30000,3000000,304
305,BRESCIA BA,BRE,,10000,1000000,305
306,CHIEVO,CHI,,30000,3000000,306
307,CITTADELLA,CIT,,50000,5000000,307
308,COSENZA,COS,,10000,1000000,308
309,CREMONESE,CRE,,10000,1000000,309
310,EMPOLI,EMP,,30000,3000000,310
311,FROSINONE,FRO,,50000,5000000,311
312,LECCE,LEC,,30000,3000000,312
313,LR VICENZA,VIC,,10000,1000000,313
314,MONZA,MOB,,10000,1000000,314
315,PESCARA,PES,,10000,1000000,315
316,PISA,PIS,,30000,3000000,316
317,PORDENONE,POR,,50000,5000000,317
318,REGGIANA,RGA,,10000,1000000,318
319,REGGINA,REG,,0,0,319
320,SALERNITANA,SAL,,10000,1000000,320
321,SPAL,SPA,,30000,3000000,321
322,VENEZIA,VNZ,,30000,3000000,322
323,VIRTUS ENTELLA,ENT,,10000,1000000,323
324,ANDERLECHT,AND,,10000,1000000,324
325,ANTWERP,ANT,,50000,5000000,325
326,BEERSCHOT,BEE,,30000,3000000,326
327,CERCLE BRUGGE,CER,,10000,1000000,327
328,CLUB BRUGGE,BRU,,30000,3000000,328
329,GENK,GNK,,100000,10000000,329
330,GENT,GNT,,50000,5000000,330
331,KAS EUPEN,EUP,,50000,5000000,331
332,KORTRIJK,KVK,,10000,1000000,332
333,KV OOSTENDE,KVO,,10000,1000000,333
334,MECHELEN,KVM,,10000,1000000,334
335,OH LEUVEN,OHL,,10000,1000000,335
336,ROYAL EXCEL MOUSCRON,REM,,10000,1000000,336
337,SINT-TRUIDEN,STV,,10000,1000000,337
338,SPORTING CHARLEROI,CHA,,10000,1000000,338
339,STANDARD LIÈGE,STA,,10000,1000000,339
340,WAASLAND-BEVEREN,WBE,,50000,5000000,340
341,ZULTE-WAREGEM,ZUL,,10000,1000000,341
342,AKHMAT GROZNY,AKH,,10000,1000000,342
343,ARSENAL TULA,ARS,,30000,3000000,343
344,CSKA MOSKVA,CSK,,10000,1000000,344
345,DINAMO MOSKVA,DMO,,100000,10000000,345
346,KHIMKI,KHI,,10000,1000000,346
347,KRASNODAR,KRA,,10000,1000000,347
348,LOKOMOTIV MOSKVA,LMO,,100000,10000000,348
349,ROSTOV,FCR,,100000,10000000,349
350,ROTOR VOLGOGRAD,RVG,,50000,5000000,350
351,RUBIN KAZAN,RKA,,10000,1000000,351
352,SOCHI,SOC,,50000,5000000,352
353,SPARTAK MOSKVA,SPM,,30000,3000000,353
354,TAMBOV,TAM,,300000,30000000,354
355,UFA,UFA,,10000,1000000,355
356,URAL,FCU,,10000,1000000,356
357,ZENIT,ZSP,,10000,1000000,357
358,BASEL,BAS,,300000,30000000,358
359,LAUSANNE SPORT,LAU,,50000,5000000,359
360,LUGANO,LUG,,10000,1000000,360
361,LUZERN,LUZ,,10000,1000000,361
362,SERVETTE,SER,,10000,1000000,362
363,SION,SIO,,10000,1000000,363
364,ST. GALLEN,SG,,30000,3000000,364
365,VADUZ,VAD,,10000,1000000,365
366,YOUNG BOYS,YB,,10000,1000000,366
367,ZÜRICH,FCZ,,50000,5000000,367
368,ALANYASPOR,ALA,,30000,3000000,368
369,ANKARAGÜCÜ,ANK,,10000,1000000,369
370,ANTALYASPOR,ANT,,10000,1000000,370
371,BB ERZURUMSPOR,ERZ,,30000,3000000,371
372,BEŞİKTAŞ,BJK,,10000,1000000,372
373,DENİZLİSPOR,DNZ,,50000,5000000,373
374,FATİH KARAGÜMRÜK,FKS,,10000,1000000,374
375,FENERBAHÇE,FB,,10000,1000000,375
376,GALATASARAY,GS,,50000,5000000,376
377,GAZİANTEP FK,GZT,,50000,5000000,377
378,GENÇLERBİRLİĞİ,GEN,,10000,1000000,378
379,GÖZTEPE,GOZ,,30000,3000000,379
380,HATAYSPOR,HTY,,10000,1000000,380
381,İSTANBUL BAŞAKŞEHİR,BFK,,10000,1000000,381
382,KASIMPAŞA,KAS,,50000,5000000,382
383,KAYSERİSPOR,KAY,,10000,1000000,383
384,KONYASPOR,KON,,10000,1000000,384
385,RİZESPOR,RIZ,,10000,1000000,385
386,SİVASSPOR,SIV,,10000,1000000,386
387,TRABZONSPOR,TS,,30000,3000000,387
388,YENİ MALATYASPOR,YMA,,30000,3000000,388
389,ALIANZA PETROLERA,ALI,,10000,1000000,389
390,AMÉRICA DE CALI,AME,,10000,1000000,390
391,ATLÉTICO BUCARAMANGA,BUC,,10000,1000000,391
392,ATLÉTICO NACIONAL,NAC,,10000,1000000,392
393,BOYACÁ CHICÓ,CHI,,10000,1000000,393
394,CÚCUTA RN,CUC,,10000,1000000,394
395,DEPORTES TOLIMA,TOL,,10000,1000000,395
396,DEPORTIVO CALI,CAL,,10000,1000000,396
397,DEPORTIVO PASTO,PAS,,10000,1000000,397
398,DEPORTIVO PEREIRA,DPR,,10000,1000000,398
399,ENVIGADO,ENV,,10000,1000000,399
400,INDEPENDIENTE MEDELLÍN,MED,,10000,1000000,400
401,JAGUARES DE CÓRDOBA,JAG,,10000,1000000,401
402,JUNIOR,JUN,,10000,1000000,402
403,LA EQUIDAD,EQU,,10000,1000000,403
404,MILLONARIOS,MIL,,10000,1000000,404
405,ONCE CALDAS,ONC,,10000,1000000,405
406,PATRIOTAS BOYACÁ,PAT,,10000,1000000,406
407,RIONEGRO,RIO,,10000,1000000,407
408,SANTA FE,SFE,,10000,1000000,408
409,BEIJING GUOAN,BJG,,10000,1000000,409
410,CHONGQING DANGDAI LIFAN,CQD,,500000,50000000,410
411,DALIAN PRO,DLP,,100000,10000000,411
412,GUANGZHOU EVERGRANDE,GZE,,300000,30000000,412
413,GUANGZHOU R&F,GRF,,500000,50000000,413
414,HEBEI CHINA FORTUNE,HBC,,50000,5000000,414
415,HENAN JIANYE,HNJ,,300000,30000000,415
416,JIANGSU SUNING,JSS,,100000,10000000,416
417,QINGDAO HUANGHAI,QDH,,500000,50000000,417
418,SHANDONG LUNENG TAISHAN,SDL,,10000,1000000,418
419,SHANGHAI SHENHUA,SHS,,300000,30000000,419
420,SHANGHAI SIPG,SHP,,300000,30000000,420
421,SHENZHEN KAISA,SZK,,700000,70000000,421
422,SHIJIAZHUANG EVERBRIGHT,SJZ,,100000,10000000,422
423,TIANJIN TEDA,TJT,,50000,5000000,423
424,WUHAN ZALL,WHZ,,100000,10000000,424
425,ABERDEEN,ABE,,50000,5000000,425
426,CELTIC,CEL,,10000,1000000,426
427,DUNDEE UNITED,DUD,,100000,10000000,427
428,HAMILTON ACADEMICAL,HAM,,10000,1000000,428
429,HIBERNIAN,HIB,,10000,1000000,429
430,KILMARNOCK,KIL,,10000,1000000,430
431,LIVINGSTON,LIV,,10000,1000000,431
432,MOTHERWELL,MOT,,10000,1000000,432
433,RANGERS,RAN,,10000,1000000,433
434,ROSS COUNTY,ROS,,50000,5000000,434
435,ST. JOHNSTONE,STJ,,10000,1000000,435
436,ST. MIRREN,STM,,10000,1000000,436
437,AAB,AAB,,10000,1000000,437
438,AGF,AGF,,10000,1000000,438
439,BRØNDBY,BIF,,10000,1000000,439
440,HORSENS,ACH,,30000,3000000,440
441,KØBENHAVN,FCK,,10000,1000000,441
442,LYNGBY,LYN,,50000,5000000,442
443,MIDTJYLLAND,FCM,,10000,1000000,443
444,NORDSJÆLLAND,FCN,,30000,3000000,444
445,OB,OB,,10000,1000000,445
446,RANDERS,RFC,,10000,1000000,446
447,SØNDERJYSKE,SJE,,10000,1000000,447
448,VEJLE,VBK,,10000,1000000,448
449,BG PATHUM UNITED,BGP,,10000,1000000,449
450,BURIRAM UNITED,BRU,,10000,1000000,450
451,CHIANGRAI UNITED,SCU,,10000,1000000,451
452,CHONBURI,CHO,,10000,1000000,452
453,NAKHONRATCHASIMA MAZDA,NRM,,10000,1000000,453
454,POLICE TERO,PCT,,10000,1000000,454
455,PORT,POR,,10000,1000000,455
456,PT PRACHUAP,PTP,,10000,1000000,456
457,RATCHABURI MITRPHOL,RMP,,10000,1000000,457
458,RAYONG FC,RYN,,10000,1000000,458
459,SAMUT PRAKAN CITY,SPC,,10000,1000000,459
460,SCG MUANGTHONG UNITED,MTU,,10000,1000000,460
461,SUKHOTHAI,SUK,,10000,1000000,461
462,SUPHANBURI,SUP,,10000,1000000,462
463,TRAT,TRA,,10000,1000000,463
464,TRUE BANGKOK UNITED,TBU,,10000,1000000,464
465,AVAÍ,AVA,,10000,1000000,465
466,BOTAFOGO,BOT,,10000,1000000,466
467,BRASIL DE PELOTAS,BRA,,10000,1000000,467
468,BRUSQUE,BRQ,,10000,1000000,468
469,CONFIANÇA,CON,,10000,1000000,469
470,CORITIBA,CFC,,10000,1000000,470
471,CRB,CRB,,10000,1000000,471
472,CRUZEIRO,CRU,,10000,1000000,472
473,CSA,CSA,,50000,5000000,473
474,GOIÁS,GOI,,10000,1000000,474
475,GUARANI,GUA,,10000,1000000,475
476,LONDRINA,LON,,10000,1000000,476
477,NÁUTICO,NAU,,10000,1000000,477
478,OPERÁRIO PR,OPE,,10000,1000000,478
479,PONTE PRETA,PON,,10000,1000000,479
480,REMO,CLR,,10000,1000000,480
481,SAMPAIO CORRÊA,SAM,,10000,1000000,481
482,VASCO DA GAMA,VAS,,10000,1000000,482
483,VILA NOVA,VIL,,10000,1000000,483
484,VITÓRIA,VIT,,10000,1000000,484
485,FC BAYERN MÜNCHEN,FCB,,10000,1000000,485
486,AEK ATHENS,AEK,,900000,90000000,684
487,AVES V,AVE,,10000,1000000,487
488,BAYER LEVERKUSEN,LEV,,10000,1000000,488
489,CHARLTON RW,CHA,,300000,30000000,489
490,DINAMO ZAGREB,DZG,,50000,5000000,490
491,DYNAMO KYIV,DYN,,30000,3000000,491
492,ESBJERG BH,ESB,,100000,10000000,492
493,EXTREMADURA AR,EXT,,10000,1000000,493
494,HOBRO GB,HOB,,10000,1000000,494
495,HULL OB,HUL,,10000,1000000,495
496,LA CORUÑA AB,LAC,,30000,3000000,496
497,LIVORNO G,LIV,,50000,5000000,497
498,NEUCHÂTEL RS,NEU,,10000,1000000,498
499,NUMANCIA R,NUM,,10000,1000000,499
500,OLYMPIAKOS PIRAEUS,OLY,,10000,1000000,500
501,ORENBURG BS,ORE,,50000,5000000,501
502,PANATHINAIKOS,PAN,,10000,1000000,502
503,PAOK,PAO,,10000,1000000,503
504,PERUGIA BR,PER,,30000,3000000,504
505,SAMARA ZBS,SAM,,30000,3000000,505
506,SANTANDER VB,SAV,,10000,1000000,506
507,SCHALKE 04,S04,,10000,1000000,507
508,SETÚBAL V,SET,,300000,30000000,508
509,SHAKHTAR DONETSK,SHK,,10000,1000000,509
510,SILKEBORG RH,SIL,,300000,30000000,510
511,SLAVIA PRAHA,SLA,,10000,1000000,511
512,SPARTA PRAHA,SPA,,30000,3000000,512
513,STABIA GB,STA,,30000,3000000,513
514,THUN RW,THU,,10000,1000000,514
515,TRAPANI G,TRA,,10000,1000000,515
516,WIGAN BW,WIG,,10000,1000000,516
517,ALIANZA LIMA,ALI,,10000,1000000,517
518,AYATOHUA,AYH,,10000,1000000,518
519,BENBACAMPO,BNB,,0,0,519
520,BOTAFOGO SP,BSP,,0,0,520
521,CHEQUEBERO,CQB,,10000,1000000,521
522,CONCEPCIÓN AA,CCA,,0,0,522
523,CONTAQUIPURA,CQP,,10000,1000000,523
524,COQUIMBO AN,COQ,,0,0,524
525,COSMOPOLIZIA,CSM,,10000,1000000,525
526,DIAZAGRECCIO,DZC,,0,0,526
527,DUZAGHALIA,DZG,,0,0,527
528,ESPIONORTE,EPI,,0,0,528
529,ETAMUARANIES,ETM,,0,0,529
530,FIGUEIRENSE,FIG,,0,0,530
531,FLOSKRULE,FLS,,10000,1000000,531
532,FOVRAGIZUM,FGZ,,0,0,532
533,GUIDRAENIALE,GDR,,0,0,533
534,HUATYNCAN,HYC,,0,0,534
535,HUERPOJAUZA,HPJ,,0,0,535
536,IQUIQUE A,IQU,,0,0,536
537,JOBAZAVAR,JZV,,10000,1000000,537
538,OESTE,OES,,0,0,538
539,PARANÁ,PAR,,10000,1000000,539
540,POQUEHILLO,PQL,,10000,1000000,540
541,QUIMRIGNA,QRG,,0,0,541
542,SPORT BOYS,SBA,,0,0,542
543,SPORTING CRISTAL,SC,,10000,1000000,543
544,TRAPERZO,TRP,,10000,1000000,544
545,UNIVERSITARIO,UNI,,0,0,545
546,WAHUCHAMATE,WHC,,10000,1000000,546
547,XAVRENAGUEL,XVG,,0,0,547
548,ZAGREPAQU,ZGP,,0,0,548
549,MELBOURNE VICTORY,MEL,,0,0,549
550,PERTH GLORY,PEG,,10000,1000000,550
551,SYDNEY,SYD,,10000,1000000,551
552,ESTEGHLAL,EST,,10000,1000000,552
553,PERSEPOLIS,PER,,10000,1000000,553
