seq,year,month,day,round
115,2021,11,21,15
116,2021,11,21,15
117,2021,11,21,15
118,2021,11,21,12
119,2021,11,21,15
120,2021,11,28,13
121,2021,11,28,13
122,2021,11,28,15
123,2021,11,28,16
124,2021,11,28,13
125,2021,11,28,15
126,2021,11,28,12
127,2021,11,28,12
128,2021,11,28,14
129,2021,11,28,13
130,2021,12,2,14
131,2021,12,2,13
132,2021,12,2,16
133,2021,12,2,16
134,2021,12,2,16
135,2021,12,2,16
136,2021,12,2,19
137,2021,12,2,16
138,2021,12,2,16
139,2021,12,2,16
140,2021,12,5,15
141,2021,12,5,14
142,2021,12,5,14
143,2021,12,5,16
144,2021,12,5,16
145,2021,12,5,14
146,2021,12,5,15
147,2021,12,5,14
148,2021,12,5,13
149,2021,12,5,15
150,2021,12,12,14
151,2021,12,12,12
152,2021,12,12,13
153,2021,12,12,16
154,2021,12,12,12
155,2021,12,12,16
156,2021,12,12,12
157,2021,12,12,15
158,2021,12,12,14
159,2021,12,12,16
160,2021,12,23,14
161,2021,12,23,15
162,2021,12,23,20
163,2021,12,23,16
164,2021,12,23,12
165,2021,12,23,15
166,2021,12,23,13
167,2021,12,23,16
168,2021,12,23,14
169,2021,12,23,14
170,2021,12,26,13
171,2021,12,26,15
172,2021,12,26,20
173,2021,12,26,13
174,2021,12,26,16
175,2021,12,26,14
176,2021,12,26,15
177,2021,12,26,15
178,2021,12,26,20
179,2021,12,26,13
180,2021,12,30,15
181,2021,12,30,16
182,2021,12,30,15
183,2021,12,30,15
184,2021,12,30,14
185,2021,12,30,19
186,2021,12,30,13
187,2021,12,30,13
188,2021,12,30,14
189,2021,12,30,13
190,2022,1,3,19
191,2022,1,3,12
192,2022,1,3,16
193,2022,1,3,12
194,2022,1,3,14
195,2022,1,3,13
196,2022,1,3,16
197,2022,1,3,14
198,2022,1,3,16
199,2022,1,3,16
200,2022,1,14,16
201,2022,1,14,12
202,2022,1,14,15
203,2022,1,14,20
204,2022,1,14,14
205,2022,1,14,14
206,2022,1,14,16
207,2022,1,14,15
208,2022,1,14,15
209,2022,1,14,19
210,2022,1,17,16
211,2022,1,17,12
212,2022,1,17,20
213,2022,1,17,13
214,2022,1,17,16
215,2022,1,17,15
216,2022,1,17,19
217,2022,1,17,15
218,2022,1,17,19
219,2022,1,17,16
220,2022,1,21,14
221,2022,1,21,16
222,2022,1,21,13
223,2022,1,21,12
224,2022,1,21,12
225,2022,1,21,13
226,2022,1,21,15
227,2022,1,21,12
228,2022,1,21,12
229,2022,1,21,15
230,2022,1,24,14
231,2022,1,24,14
232,2022,1,24,16
233,2022,1,24,13
234,2022,1,24,13
235,2022,1,24,13
236,2022,1,24,12
237,2022,1,24,15
238,2022,1,24,16
239,2022,1,24,13
240,2022,2,1,12
241,2022,2,1,15
242,2022,2,1,16
243,2022,2,1,16
244,2022,2,1,15
245,2022,2,1,20
246,2022,2,1,16
247,2022,2,1,14
248,2022,2,1,14
249,2022,2,1,20
250,2022,2,4,15
251,2022,2,4,14
252,2022,2,4,13
253,2022,2,4,15
254,2022,2,4,16
255,2022,2,4,12
256,2022,2,4,16
257,2022,2,4,13
258,2022,2,4,16
259,2022,2,4,12
260,2022,2,7,16
261,2022,2,7,14
262,2022,2,7,12
263,2022,2,7,16
264,2022,2,7,14
265,2022,2,7,16
266,2022,2,7,12
267,2022,2,7,14
268,2022,2,7,14
269,2022,2,7,14
270,2022,2,21,14
271,2022,2,21,14
272,2022,2,21,14
273,2022,2,21,13
274,2022,2,21,15
275,2022,2,21,14
276,2022,2,21,14
277,2022,2,21,16
278,2022,2,21,13
279,2022,2,21,12
280,2022,2,28,13
281,2022,2,28,12
282,2022,2,28,13
283,2022,2,28,13
284,2022,2,28,14
285,2022,2,28,16
286,2022,2,28,15
287,2022,2,28,14
288,2022,2,28,13
289,2022,2,28,16
290,2022,3,7,12
291,2022,3,7,14
292,2022,3,7,14
293,2022,3,7,12
294,2022,3,7,14
295,2022,3,7,15
296,2022,3,7,15
297,2022,3,7,12
298,2022,3,7,13
299,2022,3,7,13
300,2022,3,14,14
301,2022,3,14,12
302,2022,3,14,12
303,2022,3,14,14
304,2022,3,14,19
305,2022,3,14,15
306,2022,3,14,12
307,2022,3,14,12
308,2022,3,14,13
309,2022,3,14,20
310,2022,3,21,15
311,2022,3,21,14
312,2022,3,21,15
313,2022,3,21,14
314,2022,3,21,15
315,2022,3,21,16
316,2022,3,21,12
317,2022,3,21,12
318,2022,3,21,13
319,2022,3,21,16
320,2022,4,11,19
321,2022,4,11,16
322,2022,4,11,16
323,2022,4,11,20
324,2022,4,11,12
325,2022,4,11,13
326,2022,4,11,16
327,2022,4,11,16
328,2022,4,11,13
329,2022,4,11,16
330,2022,4,18,15
331,2022,4,18,16
332,2022,4,18,12
333,2022,4,18,14
334,2022,4,18,12
335,2022,4,18,14
336,2022,4,18,19
337,2022,4,18,12
338,2022,4,18,14
339,2022,4,18,12
340,2022,4,25,13
341,2022,4,25,14
342,2022,4,25,16
343,2022,4,25,16
344,2022,4,25,13
345,2022,4,25,13
346,2022,4,25,16
347,2022,4,25,13
348,2022,4,25,14
349,2022,4,25,16
350,2022,5,2,14
351,2022,5,2,14
352,2022,5,2,14
353,2022,5,2,16
354,2022,5,2,15
355,2022,5,2,14
356,2022,5,2,14
357,2022,5,2,14
358,2022,5,2,14
359,2022,5,2,19
360,2022,5,9,16
361,2022,5,9,16
362,2022,5,9,13
363,2022,5,9,14
364,2022,5,9,13
365,2022,5,9,14
366,2022,5,9,15
367,2022,5,9,13
368,2022,5,9,15
369,2022,5,9,14
370,2022,5,23,15
371,2022,5,23,14
372,2022,5,23,14
373,2022,5,23,16
374,2022,5,23,14
375,2022,5,23,12
376,2022,5,23,12
377,2022,5,23,19
378,2022,5,23,13
379,2022,5,23,16
380,2021,8,22,19
381,2021,8,22,20
382,2021,8,22,20
383,2021,8,22,20
384,2021,8,22,20
385,2021,8,22,20
386,2021,8,22,14
387,2021,8,22,14
388,2021,8,22,19
389,2021,8,22,20
390,2021,8,22,15
391,2021,8,22,15
392,2021,8,29,15
393,2021,8,29,19
394,2021,8,29,14
395,2021,8,29,19
396,2021,8,29,20
397,2021,8,29,14
398,2021,8,29,19
399,2021,8,29,15
400,2021,8,29,14
401,2021,8,29,19
402,2021,8,29,19
403,2021,8,29,14
404,2021,9,19,19
405,2021,9,19,20
406,2021,9,19,14
407,2021,9,19,14
408,2021,9,19,14
409,2021,9,19,14
410,2021,9,19,15
411,2021,9,19,15
412,2021,9,19,20
413,2021,9,19,20
414,2021,9,19,19
415,2021,9,19,14
416,2021,9,23,15
417,2021,9,23,15
418,2021,9,23,15
419,2021,9,23,19
420,2021,9,23,14
421,2021,9,23,15
422,2021,9,23,19
423,2021,9,23,14
424,2021,9,23,20
425,2021,9,23,20
426,2021,9,23,14
427,2021,9,23,14
428,2021,9,26,20
429,2021,9,26,14
430,2021,9,26,19
431,2021,9,26,15
432,2021,9,26,14
433,2021,9,26,20
434,2021,9,26,19
435,2021,9,26,20
436,2021,9,26,19
437,2021,9,26,20
438,2021,9,26,15
439,2021,9,26,20
440,2021,10,3,19
441,2021,10,3,20
442,2021,10,3,15
443,2021,10,3,14
444,2021,10,3,19
445,2021,10,3,15
446,2021,10,3,14
447,2021,10,3,14
448,2021,10,3,19
449,2021,10,3,15
450,2021,10,3,20
451,2021,10,3,14
452,2021,10,24,19
453,2021,10,24,20
454,2021,10,24,15
455,2021,10,24,20
456,2021,10,24,20
457,2021,10,24,19
458,2021,10,24,14
459,2021,10,24,20
460,2021,10,24,15
461,2021,10,24,19
462,2021,10,24,15
463,2021,10,24,14
464,2021,10,28,19
465,2021,10,28,19
466,2021,10,28,20
467,2021,10,28,14
468,2021,10,28,19
469,2021,10,28,19
470,2021,10,28,14
471,2021,10,28,20
472,2021,10,28,19
473,2021,10,28,15
474,2021,10,28,15
475,2021,10,28,20
476,2021,10,31,15
477,2021,10,31,20
478,2021,10,31,14
479,2021,10,31,19
480,2021,10,31,15
481,2021,10,31,15
482,2021,10,31,19
483,2021,10,31,19
484,2021,10,31,15
485,2021,10,31,14
486,2021,10,31,19
487,2021,10,31,20
488,2021,11,7,19
489,2021,11,7,20
490,2021,11,7,19
491,2021,11,7,20
492,2021,11,7,19
493,2021,11,7,19
494,2021,11,7,14
495,2021,11,7,14
496,2021,11,7,14
497,2021,11,7,19
498,2021,11,7,20
499,2021,11,7,15
500,2021,11,18,20
501,2021,11,18,14
502,2021,11,18,14
503,2021,11,18,14
504,2021,11,18,20
505,2021,11,18,20
506,2021,11,18,15
507,2021,11,18,14
508,2021,11,18,14
509,2021,11,18,19
510,2021,11,18,19
511,2021,11,18,14
512,2021,11,21,20
513,2021,11,21,20
514,2021,11,21,20
515,2021,11,21,20
516,2021,11,21,14
517,2021,11,21,14
518,2021,11,21,19
519,2021,11,21,15
520,2021,11,21,15
521,2021,11,21,20
522,2021,11,21,15
523,2021,11,21,19
524,2021,11,28,20
525,2021,11,28,19
526,2021,11,28,19
527,2021,11,28,14
528,2021,11,28,14
529,2021,11,28,14
530,2021,11,28,20
531,2021,11,28,15
532,2021,11,28,14
533,2021,11,28,20
534,2021,11,28,15
535,2021,11,28,15
536,2021,12,2,14
537,2021,12,2,14
538,2021,12,2,19
539,2021,12,2,14
540,2021,12,2,14
541,2021,12,2,19
542,2021,12,2,20
543,2021,12,2,19
544,2021,12,2,15
545,2021,12,2,20
546,2021,12,2,20
547,2021,12,2,20
548,2021,12,5,19
549,2021,12,5,14
550,2021,12,5,15
551,2021,12,5,14
552,2021,12,5,19
553,2021,12,5,19
554,2021,12,5,20
555,2021,12,5,20
556,2021,12,5,20
557,2021,12,5,15
558,2021,12,5,20
559,2021,12,5,15
560,2021,12,12,19
561,2021,12,12,19
562,2021,12,12,20
563,2021,12,12,14
564,2021,12,12,15
565,2021,12,12,14
566,2021,12,12,14
567,2021,12,12,15
568,2021,12,12,19
569,2021,12,12,14
570,2021,12,12,15
571,2021,12,12,15
572,2021,12,23,19
573,2021,12,23,19
574,2021,12,23,19
575,2021,12,23,20
576,2021,12,23,14
577,2021,12,23,19
578,2021,12,23,20
579,2021,12,23,19
580,2021,12,23,14
581,2021,12,23,20
582,2021,12,23,20
583,2021,12,23,15
584,2021,12,26,20
585,2021,12,26,14
586,2021,12,26,19
587,2021,12,26,19
588,2021,12,26,19
589,2021,12,26,14
590,2021,12,26,15
591,2021,12,26,15
592,2021,12,26,19
593,2021,12,26,19
594,2021,12,26,19
595,2021,12,26,14
596,2021,12,30,14
597,2021,12,30,20
598,2021,12,30,20
599,2021,12,30,15
600,2021,12,30,20
601,2021,12,30,19
602,2021,12,30,15
603,2021,12,30,14
604,2021,12,30,20
605,2021,12,30,15
606,2021,12,30,19
607,2021,12,30,19
608,2022,1,3,20
609,2022,1,3,15
610,2022,1,3,15
611,2022,1,3,19
612,2022,1,3,19
613,2022,1,3,20
614,2022,1,3,20
615,2022,1,3,15
616,2022,1,3,19
617,2022,1,3,19
618,2022,1,3,20
619,2022,1,3,15
620,2022,1,14,19
621,2022,1,14,19
622,2022,1,14,15
623,2022,1,14,19
624,2022,1,14,14
625,2022,1,14,20
626,2022,1,14,14
627,2022,1,14,15
628,2022,1,14,19
629,2022,1,14,14
630,2022,1,14,15
631,2022,1,14,20
632,2022,1,17,19
633,2022,1,17,15
634,2022,1,17,14
635,2022,1,17,14
636,2022,1,17,14
637,2022,1,17,20
638,2022,1,17,15
639,2022,1,17,20
640,2022,1,17,14
641,2022,1,17,20
642,2022,1,17,15
643,2022,1,17,19
644,2022,1,21,15
645,2022,1,21,20
646,2022,1,21,15
647,2022,1,21,19
648,2022,1,21,20
649,2022,1,21,14
650,2022,1,21,14
651,2022,1,21,19
652,2022,1,21,15
653,2022,1,21,15
654,2022,1,21,15
655,2022,1,21,20
656,2022,1,24,15
657,2022,1,24,14
658,2022,1,24,15
659,2022,1,24,14
660,2022,1,24,15
661,2022,1,24,19
662,2022,1,24,14
663,2022,1,24,15
664,2022,1,24,19
665,2022,1,24,20
666,2022,1,24,19
667,2022,1,24,20
668,2022,1,29,14
669,2022,1,29,20
670,2022,1,29,20
671,2022,1,29,19
672,2022,1,29,20
673,2022,1,29,15
674,2022,1,29,20
675,2022,1,29,14
676,2022,1,29,19
677,2022,1,29,19
678,2022,1,29,15
679,2022,1,29,15
680,2022,2,1,20
681,2022,2,1,14
682,2022,2,1,20
683,2022,2,1,20
684,2022,2,1,20
685,2022,2,1,20
686,2022,2,1,15
687,2022,2,1,20
688,2022,2,1,14
689,2022,2,1,14
690,2022,2,1,14
691,2022,2,1,15
692,2022,2,4,14
693,2022,2,4,20
694,2022,2,4,20
695,2022,2,4,20
696,2022,2,4,15
697,2022,2,4,14
698,2022,2,4,15
699,2022,2,4,15
700,2022,2,4,19
701,2022,2,4,15
702,2022,2,4,19
703,2022,2,4,15
704,2022,2,7,14
705,2022,2,7,20
706,2022,2,7,15
707,2022,2,7,14
708,2022,2,7,20
709,2022,2,7,15
710,2022,2,7,19
711,2022,2,7,15
712,2022,2,7,15
713,2022,2,7,15
714,2022,2,7,20
715,2022,2,7,15
716,2022,2,21,14
717,2022,2,21,14
718,2022,2,21,19
719,2022,2,21,20
720,2022,2,21,20
721,2022,2,21,14
722,2022,2,21,20
723,2022,2,21,14
724,2022,2,21,20
725,2022,2,21,15
726,2022,2,21,15
727,2022,2,21,15
728,2022,2,28,15
729,2022,2,28,14
730,2022,2,28,19
731,2022,2,28,15
732,2022,2,28,20
733,2022,2,28,19
734,2022,2,28,19
735,2022,2,28,15
736,2022,2,28,19
737,2022,2,28,14
738,2022,2,28,15
739,2022,2,28,15
740,2022,3,4,15
741,2022,3,4,20
742,2022,3,4,14
743,2022,3,4,19
744,2022,3,4,19
745,2022,3,4,20
746,2022,3,4,14
747,2022,3,4,19
748,2022,3,4,20
749,2022,3,4,20
750,2022,3,4,19
751,2022,3,4,20
752,2022,3,7,19
753,2022,3,7,14
754,2022,3,7,19
755,2022,3,7,14
756,2022,3,7,19
757,2022,3,7,14
758,2022,3,7,15
759,2022,3,7,20
760,2022,3,7,14
761,2022,3,7,20
762,2022,3,7,20
763,2022,3,7,19
764,2022,3,14,19
765,2022,3,14,19
766,2022,3,14,14
767,2022,3,14,15
768,2022,3,14,20
769,2022,3,14,15
770,2022,3,14,14
771,2022,3,14,20
772,2022,3,14,14
773,2022,3,14,19
774,2022,3,14,19
775,2022,3,14,20
776,2022,3,21,15
777,2022,3,21,14
778,2022,3,21,14
779,2022,3,21,15
780,2022,3,21,15
781,2022,3,21,14
782,2022,3,21,15
783,2022,3,21,19
784,2022,3,21,14
785,2022,3,21,15
786,2022,3,21,14
787,2022,3,21,19
788,2022,4,11,19
789,2022,4,11,14
790,2022,4,11,14
791,2022,4,11,15
792,2022,4,11,19
793,2022,4,11,20
794,2022,4,11,19
795,2022,4,11,19
796,2022,4,11,19
797,2022,4,11,20
798,2022,4,11,19
799,2022,4,11,15
800,2022,4,18,19
801,2022,4,18,19
802,2022,4,18,20
803,2022,4,18,14
804,2022,4,18,20
805,2022,4,18,19
806,2022,4,18,19
807,2022,4,18,20
808,2022,4,18,20
809,2022,4,18,19
810,2022,4,18,15
811,2022,4,18,14
812,2022,4,22,19
813,2022,4,22,20
814,2022,4,22,20
815,2022,4,22,14
816,2022,4,22,20
817,2022,4,22,15
818,2022,4,22,14
819,2022,4,22,20
820,2022,4,22,19
821,2022,4,22,20
822,2022,4,22,19
823,2022,4,22,20
824,2022,4,25,15
825,2022,4,25,20
826,2022,4,25,14
827,2022,4,25,19
828,2022,4,25,20
829,2022,4,25,20
830,2022,4,25,20
831,2022,4,25,20
832,2022,4,25,20
833,2022,4,25,15
834,2022,4,25,14
835,2022,4,25,15
836,2022,5,2,15
837,2022,5,2,19
838,2022,5,2,15
839,2022,5,2,14
840,2022,5,2,14
841,2022,5,2,19
842,2022,5,2,19
843,2022,5,2,20
844,2022,5,2,14
845,2022,5,2,14
846,2022,5,2,20
847,2022,5,2,19
848,2022,5,9,14
849,2022,5,9,19
850,2022,5,9,14
851,2022,5,9,19
852,2022,5,9,15
853,2022,5,9,14
854,2022,5,9,14
855,2022,5,9,19
856,2022,5,9,20
857,2022,5,9,19
858,2022,5,9,14
859,2022,5,9,15
860,2022,5,19,20
861,2022,5,19,19
862,2022,5,19,20
863,2022,5,19,15
864,2022,5,19,14
865,2022,5,19,20
866,2022,5,19,14
867,2022,5,19,20
868,2022,5,19,15
869,2022,5,19,14
870,2022,5,19,14
871,2022,5,19,15
872,2022,5,23,14
873,2022,5,23,19
874,2022,5,23,20
875,2022,5,23,14
876,2022,5,23,20
877,2022,5,23,14
878,2022,5,23,19
879,2022,5,23,15
880,2022,5,23,15
881,2022,5,23,15
882,2022,5,23,15
883,2022,5,23,20
884,2022,5,26,20
885,2022,5,26,15
886,2022,5,26,19
887,2022,5,26,20
888,2022,5,26,14
889,2022,5,26,14
890,2022,5,26,20
891,2022,5,26,14
892,2022,5,26,20
893,2022,5,26,19
894,2022,5,26,20
895,2022,5,26,14
896,2022,5,29,20
897,2022,5,29,19
898,2022,5,29,15
899,2022,5,29,19
900,2022,5,29,14
901,2022,5,29,14
902,2022,5,29,20
903,2022,5,29,14
904,2022,5,29,20
905,2022,5,29,14
906,2022,5,29,20
907,2022,5,29,14
908,2022,6,1,14
909,2022,6,1,15
910,2022,6,1,20
911,2022,6,1,14
912,2022,6,1,14
913,2022,6,1,15
914,2022,6,1,20
915,2022,6,1,15
916,2022,6,1,20
917,2022,6,1,19
918,2022,6,1,19
919,2022,6,1,20
920,2022,6,11,19
921,2022,6,11,14
922,2022,6,11,20
923,2022,6,11,14
924,2022,6,11,14
925,2022,6,11,14
926,2022,6,11,15
927,2022,6,11,15
928,2022,6,11,19
929,2022,6,11,14
930,2022,6,11,14
931,2022,6,11,19
932,2021,8,22,19
933,2021,8,22,17
934,2021,8,22,13
935,2021,8,22,13
936,2021,8,22,13
937,2021,8,22,11
938,2021,8,22,15
939,2021,8,22,15
940,2021,8,22,21
941,2021,8,22,19
942,2021,8,29,12
943,2021,8,29,13
944,2021,8,29,11
945,2021,8,29,11
946,2021,8,29,15
947,2021,8,29,21
948,2021,8,29,21
949,2021,8,29,15
950,2021,8,29,14
951,2021,8,29,14
952,2021,9,19,12
953,2021,9,19,20
954,2021,9,19,15
955,2021,9,19,12
956,2021,9,19,11
957,2021,9,19,11
958,2021,9,19,14
959,2021,9,19,12
960,2021,9,19,12
961,2021,9,19,18
962,2021,9,23,18
963,2021,9,23,19
964,2021,9,23,15
965,2021,9,23,17
966,2021,9,23,11
967,2021,9,23,18
968,2021,9,23,19
969,2021,9,23,12
970,2021,9,23,19
971,2021,9,23,19
972,2021,9,26,13
973,2021,9,26,13
974,2021,9,26,20
975,2021,9,26,17
976,2021,9,26,20
977,2021,9,26,20
978,2021,9,26,13
979,2021,9,26,11
980,2021,9,26,17
981,2021,9,26,21
982,2021,10,3,12
983,2021,10,3,18
984,2021,10,3,14
985,2021,10,3,14
986,2021,10,3,13
987,2021,10,3,17
988,2021,10,3,17
989,2021,10,3,19
990,2021,10,3,11
991,2021,10,3,12
992,2021,10,24,11
993,2021,10,24,18
994,2021,10,24,15
995,2021,10,24,13
996,2021,10,24,18
997,2021,10,24,15
998,2021,10,24,21
999,2021,10,24,11
1000,2021,10,24,20
1001,2021,10,24,17
1002,2021,10,28,11
1003,2021,10,28,14
1004,2021,10,28,14
1005,2021,10,28,12
1006,2021,10,28,14
1007,2021,10,28,12
1008,2021,10,28,17
1009,2021,10,28,13
1010,2021,10,28,15
1011,2021,10,28,21
1012,2021,10,31,13
1013,2021,10,31,18
1014,2021,10,31,14
1015,2021,10,31,13
1016,2021,10,31,11
1017,2021,10,31,19
1018,2021,10,31,15
1019,2021,10,31,12
1020,2021,10,31,19
1021,2021,10,31,11
1022,2021,11,7,14
1023,2021,11,7,12
1024,2021,11,7,20
1025,2021,11,7,15
1026,2021,11,7,11
1027,2021,11,7,15
1028,2021,11,7,14
1029,2021,11,7,12
1030,2021,11,7,14
1031,2021,11,7,11
1032,2021,11,18,18
1033,2021,11,18,18
1034,2021,11,18,14
1035,2021,11,18,11
1036,2021,11,18,12
1037,2021,11,18,19
1038,2021,11,18,15
1039,2021,11,18,12
1040,2021,11,18,20
1041,2021,11,18,15
1042,2021,11,21,20
1043,2021,11,21,12
1044,2021,11,21,18
1045,2021,11,21,12
1046,2021,11,21,18
1047,2021,11,21,14
1048,2021,11,21,20
1049,2021,11,21,19
1050,2021,11,21,20
1051,2021,11,21,17
1052,2021,11,28,21
1053,2021,11,28,14
1054,2021,11,28,15
1055,2021,11,28,18
1056,2021,11,28,20
1057,2021,11,28,18
1058,2021,11,28,20
1059,2021,11,28,15
1060,2021,11,28,19
1061,2021,11,28,15
1062,2021,12,2,17
1063,2021,12,2,21
1064,2021,12,2,18
1065,2021,12,2,20
1066,2021,12,2,11
1067,2021,12,2,12
1068,2021,12,2,11
1069,2021,12,2,18
1070,2021,12,2,17
1071,2021,12,2,14
1072,2021,12,5,18
1073,2021,12,5,13
1074,2021,12,5,11
1075,2021,12,5,20
1076,2021,12,5,11
1077,2021,12,5,12
1078,2021,12,5,21
1079,2021,12,5,18
1080,2021,12,5,20
1081,2021,12,5,15
1082,2021,12,12,14
1083,2021,12,12,15
1084,2021,12,12,20
1085,2021,12,12,21
1086,2021,12,12,12
1087,2021,12,12,18
1088,2021,12,12,20
1089,2021,12,12,13
1090,2021,12,12,20
1091,2021,12,12,13
1092,2021,12,23,14
1093,2021,12,23,12
1094,2021,12,23,18
1095,2021,12,23,17
1096,2021,12,23,15
1097,2021,12,23,11
1098,2021,12,23,11
1099,2021,12,23,11
1100,2021,12,23,11
1101,2021,12,23,11
1102,2021,12,26,13
1103,2021,12,26,18
1104,2021,12,26,19
1105,2021,12,26,17
1106,2021,12,26,18
1107,2021,12,26,21
1108,2021,12,26,20
1109,2021,12,26,11
1110,2021,12,26,11
1111,2021,12,26,13
1112,2021,12,30,15
1113,2021,12,30,18
1114,2021,12,30,13
1115,2021,12,30,21
1116,2021,12,30,13
1117,2021,12,30,15
1118,2021,12,30,17
1119,2021,12,30,20
1120,2021,12,30,11
1121,2021,12,30,12
1122,2022,1,3,18
1123,2022,1,3,21
1124,2022,1,3,13
1125,2022,1,3,15
1126,2022,1,3,21
1127,2022,1,3,21
1128,2022,1,3,11
1129,2022,1,3,21
1130,2022,1,3,21
1131,2022,1,3,19
1132,2022,1,14,13
1133,2022,1,14,19
1134,2022,1,14,19
1135,2022,1,14,15
1136,2022,1,14,17
1137,2022,1,14,20
1138,2022,1,14,17
1139,2022,1,14,14
1140,2022,1,14,18
1141,2022,1,14,12
1142,2022,1,17,13
1143,2022,1,17,13
1144,2022,1,17,21
1145,2022,1,17,12
1146,2022,1,17,20
1147,2022,1,17,20
1148,2022,1,17,20
1149,2022,1,17,11
1150,2022,1,17,13
1151,2022,1,17,12
1152,2022,1,21,15
1153,2022,1,21,15
1154,2022,1,21,12
1155,2022,1,21,15
1156,2022,1,21,13
1157,2022,1,21,19
1158,2022,1,21,15
1159,2022,1,21,12
1160,2022,1,21,12
1161,2022,1,21,14
1162,2022,1,24,18
1163,2022,1,24,18
1164,2022,1,24,15
1165,2022,1,24,17
1166,2022,1,24,13
1167,2022,1,24,15
1168,2022,1,24,20
1169,2022,1,24,15
1170,2022,1,24,11
1171,2022,1,24,13
1172,2022,2,1,21
1173,2022,2,1,20
1174,2022,2,1,21
1175,2022,2,1,13
1176,2022,2,1,12
1177,2022,2,1,15
1178,2022,2,1,21
1179,2022,2,1,11
1180,2022,2,1,13
1181,2022,2,1,12
1182,2022,2,4,14
1183,2022,2,4,20
1184,2022,2,4,14
1185,2022,2,4,11
1186,2022,2,4,20
1187,2022,2,4,18
1188,2022,2,4,15
1189,2022,2,4,20
1190,2022,2,4,17
1191,2022,2,4,12
1192,2022,2,7,11
1193,2022,2,7,13
1194,2022,2,7,12
1195,2022,2,7,18
1196,2022,2,7,18
1197,2022,2,7,14
1198,2022,2,7,20
1199,2022,2,7,15
1200,2022,2,7,21
1201,2022,2,7,19
1202,2022,2,21,21
1203,2022,2,21,14
1204,2022,2,21,12
1205,2022,2,21,14
1206,2022,2,21,20
1207,2022,2,21,12
1208,2022,2,21,18
1209,2022,2,21,14
1210,2022,2,21,15
1211,2022,2,21,11
1212,2022,2,28,20
1213,2022,2,28,15
1214,2022,2,28,14
1215,2022,2,28,19
1216,2022,2,28,21
1217,2022,2,28,12
1218,2022,2,28,19
1219,2022,2,28,20
1220,2022,2,28,12
1221,2022,2,28,20
1222,2022,3,7,18
1223,2022,3,7,17
1224,2022,3,7,14
1225,2022,3,7,12
1226,2022,3,7,15
1227,2022,3,7,11
1228,2022,3,7,17
1229,2022,3,7,14
1230,2022,3,7,15
1231,2022,3,7,21
1232,2022,3,14,15
1233,2022,3,14,15
1234,2022,3,14,11
1235,2022,3,14,17
1236,2022,3,14,14
1237,2022,3,14,13
1238,2022,3,14,21
1239,2022,3,14,13
1240,2022,3,14,20
1241,2022,3,14,18
1242,2022,3,21,20
1243,2022,3,21,20
1244,2022,3,21,17
1245,2022,3,21,12
1246,2022,3,21,15
1247,2022,3,21,14
