ml_idx,name_cn,abbr,stadium,budget_raw,budget_eur,ml_seq
59,比利亚雷亚尔,VIL,陶瓷球场,300000,30000000,59
60,昂热,SCO,,50000,5000000,60
61,波尔多,GDB,,100000,10000000,61
62,布雷斯特,SB,,10000,1000000,62
63,第戎,DIJ,,30000,3000000,63
64,里尔,LIL,,300000,30000000,64
65,洛里昂,FCL,,50000,5000000,65
66,梅斯,FCM,,50000,5000000,66
67,摩纳哥,ASM,,300000,30000000,67
68,蒙彼利埃,MON,,50000,5000000,68
69,南特,FCN,,100000,10000000,69
70,尼斯,OGC,,300000,30000000,70
71,尼姆,NIM,,30000,3000000,71
72,里昂,OL,,300000,30000000,72
73,马赛,OM,,300000,30000000,73
74,巴黎圣日耳曼,PSG,,5000000,500000000,74
75,朗斯,RCL,,50000,5000000,75
76,雷恩,REN,,100000,10000000,76
77,圣埃蒂安,STE,,100000,10000000,77
78,兰斯,SDR,,50000,5000000,78
79,斯特拉斯堡,RCS,,50000,5000000,79
80,海牙,ADO,,10000,1000000,80
81,阿贾克斯,AJA,,100000,10000000,81
82,阿尔克马尔,AZ,,30000,3000000,82
83,埃门,EMM,,10000,1000000,83
84,费耶诺德,FEY,,50000,5000000,84
85,锡塔德,FOR,,10000,1000000,85
86,格罗宁根,GRO,,30000,3000000,86
87,海伦芬,HEE,,30000,3000000,87
88,阿尔梅罗大力神,HER,,10000,1000000,88
89,兹沃勒,ZWO,,10000,1000000,89
90,埃因霍温,PSV,,100000,10000000,90
91,瓦尔维克,RKC,,10000,1000000,91
92,鹿特丹斯巴达,SPA,,10000,1000000,92
93,特温特,TWE,,50000,5000000,93
94,乌德勒支,UTR,,30000,3000000,94
95,维特斯,VIT,,30000,3000000,95
96,芬洛,VVV,,10000,1000000,96
97,威廉二世,WIL,,10000,1000000,97
98,贝伦人,BEL,,10000,1000000,98
99,本菲卡,SLB,,300000,30000000,99
100,博阿维斯塔,BOA,,10000,1000000,100
101,法马利康,FAM,,10000,1000000,101
102,法鲁人,FAR,,10000,1000000,42
103,吉维森特,GIL,,10000,1000000,103
104,马德拉国民,NAC,,10000,1000000,104
105,马里迪莫,MAR,,10000,1000000,105
106,莫拉伦塞,MOR,,10000,1000000,106
107,费雷拉,PFE,,10000,1000000,107
108,波尔蒂芒人,PTM,,10000,1000000,108
109,波尔图,POR,,300000,30000000,109
110,里奥阿维,RAV,,10000,1000000,110
111,圣克拉拉,STA,,10000,1000000,111
112,布拉加,BRA,,10000,1000000,112
113,葡萄牙体育,SCP,,100000,10000000,113
114,通德拉,TON,,10000,1000000,114
115,吉马良斯,GUI,,10000,1000000,115
116,米内罗美洲,AME,,10000,1000000,116
117,巴拉纳竞技,CAP,,50000,5000000,117
118,戈亚尼恩斯,ACG,,10000,1000000,118
119,米内罗竞技,CAM,,50000,5000000,119
120,巴伊亚,BAH,,30000,3000000,120
121,塞阿拉竞技,CEA,,10000,1000000,121
122,沙佩科人,CHA,,10000,1000000,122
123,科林蒂安,COR,,50000,5000000,123
124,库亚巴,CUI,,10000,1000000,124
125,弗拉门戈,FLA,,100000,10000000,125
126,弗卢米嫩塞,FLU,,30000,3000000,126
127,福塔雷萨,FOR,,10000,1000000,127
128,格雷米奥,GRE,,50000,5000000,128
129,国际,INT,,30000,3000000,129
130,尤文图德,JUV,,10000,1000000,48
131,帕尔梅拉斯,PAL,,100000,10000000,131
132,布拉甘蒂诺红牛,RBB,,100000,10000000,132
133,桑托斯,SAN,,50000,5000000,133
134,圣保罗,SAO,,50000,5000000,134
135,累西腓体育,SPO,,10000,1000000,135
136,阿尔多西维,ALD,,10000,1000000,136
137,阿根廷青年人,ARG,,10000,1000000,137
138,兵工厂,ARS,,10000,1000000,138
139,图库曼竞技,ATU,,30000,3000000,139
140,班菲尔德,BAN,,30000,3000000,140
141,博卡青年,BOC,,100000,10000000,141
142,科尔多瓦中央,COR,,10000,1000000,142
143,科隆竞技,COL,,30000,3000000,143
144,国防司法体育,DYJ,,30000,3000000,144
145,拉普拉塔大学生,EST,,30000,3000000,145
146,拉普拉塔体操,GIM,,30000,3000000,146
147,戈多伊克鲁斯,GOD,,30000,3000000,147
148,飓风竞技,HUR,,50000,5000000,148
149,独立,IND,,50000,5000000,149
150,拉努斯,LAN,,50000,5000000,150
151,纽维尔老伙计,NOB,,30000,3000000,151
152,帕特罗纳托,PAT,,10000,1000000,152
153,普拉坦斯,CAP,,10000,1000000,153
154,竞技,RAC,,50000,5000000,154
155,河床,RIV,,100000,10000000,155
156,罗萨里奥中央,RC,,30000,3000000,156
157,圣罗伦索,SLO,,50000,5000000,157
158,萨尔米安杜,SAR,,10000,1000000,158
159,塔勒瑞斯竞技,TAL,,50000,5000000,159
160,圣塔菲联,CAU,,30000,3000000,160
161,萨斯菲尔德,VEL,,50000,5000000,161
162,拜仁慕尼黑,FCB,,900000,90000000,162
163,比勒费尔德,DSC,舒乔竞技场,0,0,163
164,柏林联合,FCU,老林务所畔球场,0,0,164
165,门兴格拉德巴赫,BMG,普鲁士公园球场,0,0,165
166,法兰克福,SGE,法兰克福商业银行球场,0,0,166
167,沙尔克04,S04,,300000,30000000,167
168,奥格斯堡,FCA,WWK保险竞技球场,0,0,168
169,科隆,KOE,莱茵能源体育场,0,0,169
170,柏林赫塔,BSC,柏林奥林匹克体育场,0,0,170
171,霍芬海姆,TSG,普里赛罗竞技场,0,0,171
172,美因茨,FSV,欧宝竞技场,0,0,172
173,RB莱比锡,RBL,红牛竞技场,0,0,173
174,弗赖堡,FRE,黑森林体育场,0,0,174
175,斯图加特,VFB,梅赛德斯-奔驰竞技场,0,0,175
176,勒沃库森,LEV,拜耳球场,300000,30000000,176
177,多特蒙德,BVB,,0,0,177
178,云达不来梅,SVW,威悉球场,0,0,178
179,沃尔夫斯堡,WOB,大众竞技场,0,0,179
180,亚特兰大联,ATL,,0,0,180
181,芝加哥火焰,CHI,,0,0,181
182,科罗拉多急流,COL,,0,0,182
183,哥伦布机员,CLB,,0,0,183
184,华盛顿特区联,DCU,,0,0,184
185,明尼苏达联,MIN,,0,0,185
186,达拉斯FC,DAL,,0,0,186
187,休斯顿迪纳摩,HOU,,0,0,187
188,洛杉矶FC,LFC,,0,0,188
189,洛杉矶银河,LAG,,0,0,189
190,西雅图海湾人,SEA,,0,0,190
191,蒙特利尔冲击,MON,,0,0,191
192,新英格兰革命,NER,,0,0,192
193,纽约城,NYC,,0,0,193
194,纽约红牛,NYR,,0,0,194
195,多伦多FC,TOR,,0,0,195
196,费城联合,PHI,,0,0,196
197,波特兰伐木者,POR,,0,0,197
198,皇家盐湖城,RSL,,0,0,198
199,圣何塞地震,SJE,,0,0,199
200,大阪樱花,COS,,0,0,200
201,札幌冈萨多,SPP,,0,0,201
202,大阪钢巴,GAO,,0,0,202
203,鹿岛鹿角,KAA,,0,0,203
204,柏太阳神,KAS,,0,0,204
205,川崎前锋,KAF,,0,0,205
206,名古屋鲸,NGY,,0,0,206
207,大分三神,OIT,,0,0,207
208,鸟栖砂岩,TSU,,0,0,208
209,广岛三箭,SAH,,0,0,209
210,清水心跳,SMZ,,0,0,210
211,湘南比马,SHN,,0,0,211
212,浦和红钻,URD,,0,0,212
213,仙台七夕,SEN,,0,0,213
214,横滨FC,YFC,,0,0,214
215,横滨水手,YFM,,10000,1000000,215
216,FC东京,TOK,,10000,1000000,216
217,神户胜利船,KBE,,50000,5000000,217
218,奥达克斯意大利人,AUD,,10000,1000000,218
219,科布雷萨尔,CSL,,10000,1000000,219
220,科洛科洛,CC,,30000,3000000,220
221,库里科,CUR,,10000,1000000,221
222,安托法加斯塔,ANT,,10000,1000000,222
223,拉塞雷纳,LAS,,10000,1000000,223
224,梅里比亚体育,MEP,,10000,1000000,224
225,维尼亚德尔马埃弗顿,EVE,,10000,1000000,225
226,瓦奇巴托,HUA,,30000,3000000,226
227,纽伯伦斯,NUB,,10000,1000000,227
228,奥希金斯,OHI,,10000,1000000,228
229,巴勒斯坦人,PAL,,10000,1000000,229
230,圣地亚哥流浪者,SW,,10000,1000000,230
231,西班牙联盟,UE,,10000,1000000,231
232,拉卡莱拉联,ULC,,10000,1000000,232
233,天主教大学,UC,,30000,3000000,233
234,智利大学,UCH,,30000,3000000,234
235,巴恩斯利,BAR,奥基威尔球场,30000,3000000,235
236,伯明翰城,BIR,圣安德鲁斯球场,50000,5000000,236
237,布莱克本,BLA,埃伍德公园球场,30000,3000000,237
238,伯恩茅斯,BOU,活力球场,300000,30000000,238
239,布伦特福德,BRE,布伦特福德社区体育场,30000,3000000,239
240,布里斯托城,BRI,阿什顿门球场,50000,5000000,240
241,卡迪夫城,CAR,卡迪夫城球场,100000,10000000,241
242,考文垂,COV,圣安德鲁斯球场,10000,1000000,242
243,德比郡,DER,普莱德公园球场,50000,5000000,243
244,哈德斯菲尔德,HUD,柯尔克利斯球场,100000,10000000,244
245,卢顿,LUT,克尼尔沃思路球场,10000,1000000,245
246,米德尔斯堡,MID,河畔球场,100000,10000000,246
247,米尔沃尔,MIL,尼尔球场,10000,1000000,247
248,诺维奇,NOR,卡诺路球场,100000,10000000,248
249,诺丁汉森林,NOT,城市球场,100000,10000000,249
250,普雷斯顿,PRE,迪普戴尔球场,10000,1000000,250
251,女王公园巡游者,QPR,基扬王子基金会体育场,10000,1000000,251
252,雷丁,REA,马德伊斯基球场,50000,5000000,252
253,罗瑟汉姆,ROT,埃塞尔纽约体育场,10000,1000000,253
254,谢周三,SHW,希尔斯伯勒球场,100000,10000000,254
255,斯托克城,STO,bet365球场,100000,10000000,255
256,斯旺西城,SWA,自由球场,50000,5000000,256
257,沃特福德,WAT,维卡里吉路球场,300000,30000000,257
258,韦康比流浪者,WYC,亚当斯公园球场,10000,1000000,258
259,阿尔巴塞特,ALB,卡洛斯·贝尔蒙特球场,30000,3000000,259
260,阿尔科孔,ALC,圣多明各球场,10000,1000000,260
261,阿尔梅里亚,ALM,梅迪特兰迪奥球场,100000,10000000,261
262,卡塔赫纳,CAR,卡塔戈诺瓦球场,10000,1000000,262
263,卡斯特利翁,CAS,卡斯塔利亚球场,10000,1000000,263
264,富恩拉夫拉达,FUE,费尔南多·托雷斯球场,10000,1000000,264
265,希洪竞技,SPO,莫利农·奎尼球场,50000,5000000,265
266,赫罗纳,GIR,蒙蒂利维球场,50000,5000000,266
267,拉斯帕尔马斯,LPA,加纳利亚体育场,30000,3000000,267
268,莱加内斯,LEG,布塔克市政球场,50000,5000000,268
269,西班牙人,ESP,埃尔普拉特球场,300000,30000000,269
270,洛格罗涅斯,LOG,拉斯高纳斯球场,10000,1000000,270
271,卢戈竞技,LUG,安克索·卡罗球场,10000,1000000,271
272,马拉加,MAL,罗萨利达球场,50000,5000000,272
273,马洛卡,MLL,桑莫依克斯球场,50000,5000000,273
274,米兰德斯竞技,MIR,安杜瓦市政球场,10000,1000000,274
275,皇家奥维耶多,OVI,卡洛斯·塔蒂埃球场,10000,1000000,275
276,庞费拉迪纳,PON,托拉林球场,10000,1000000,276
277,萨瓦德尔,SAB,克雷阿尔塔球场,10000,1000000,277
278,特内里费,TEN,赫利奥多罗?罗德里格斯?洛佩斯球场,10000,1000000,278
279,巴列卡诺,RAY,巴列卡斯球场,50000,5000000,279
280,萨拉戈萨,ZAR,罗萨利达球场,30000,3000000,280
281,阿雅克肖,ACA,,10000,1000000,281
282,亚眠,ASC,,50000,5000000,282
283,欧塞尔,AJA,,50000,5000000,283
284,卡昂,SMC,,50000,5000000,284
285,尚布利,CHB,,10000,1000000,285
286,沙托鲁,LBC,,10000,1000000,286
287,克莱蒙,CLE,,10000,1000000,287
288,敦刻尔克,DKQ,,10000,1000000,288
289,格勒诺布尔,GRB,,30000,3000000,289
290,甘冈,EAG,,30000,3000000,290
291,勒阿弗尔,HAC,,30000,3000000,291
292,南锡,ASN,,30000,3000000,292
293,尼奥尔岩羚羊,NIO,,10000,1000000,293
294,巴黎FC,PFC,,10000,1000000,294
295,波城,PAU,,10000,1000000,295
296,罗德兹,ROD,,10000,1000000,296
297,索肖,SOC,,50000,5000000,297
298,图卢兹,TFC,,50000,5000000,298
299,特鲁瓦,TRO,,30000,3000000,299
300,瓦朗谢讷,VA,,30000,3000000,300
301,阿斯科利,ASC,,10000,1000000,301
302,布雷西亚,BRE,,30000,3000000,302
303,切沃,CHI,,50000,5000000,303
304,奇塔代拉,CIT,,10000,1000000,304
305,科森扎,COS,,10000,1000000,305
306,克雷莫纳,CRE,,30000,3000000,306
307,恩波利,EMP,,50000,5000000,307
308,弗罗西诺内,FRO,,30000,3000000,308
309,莱切,LEC,,10000,1000000,309
310,维琴察,VIC,,10000,1000000,310
311,蒙扎,MOB,,10000,1000000,311
312,佩斯卡拉,PES,,30000,3000000,312
313,比萨,PIS,,50000,5000000,313
314,波代诺内,POR,,10000,1000000,314
315,雷吉亚纳,RGA,,0,0,315
316,雷吉纳,REG,,10000,1000000,316
317,萨勒尼塔纳,SAL,,30000,3000000,317
318,斯帕尔,SPA,,30000,3000000,318
319,威尼斯,VNZ,,10000,1000000,681
320,恩特拉,ENT,,10000,1000000,320
321,安德莱赫特,AND,,50000,5000000,321
322,安特卫普,ANT,,30000,3000000,322
323,比尔肖特,BEE,,10000,1000000,323
324,色格拉布鲁日,CER,,30000,3000000,324
325,布鲁日,BRU,,100000,10000000,325
326,亨克,GNK,,50000,5000000,326
327,根特,GNT,,50000,5000000,327
328,奥伊彭,EUP,,10000,1000000,328
329,科特赖克,KVK,,10000,1000000,329
330,奥斯坦德,KVO,,10000,1000000,330
331,梅赫伦,KVM,,10000,1000000,331
332,奥哈瓦里,OHL,,10000,1000000,332
333,穆斯克龙精英,REM,,10000,1000000,333
334,圣图尔登,STV,,10000,1000000,334
335,沙勒罗瓦,CHA,,10000,1000000,335
336,标准列日,STA,,50000,5000000,336
337,华斯兰德贝弗伦,WBE,,10000,1000000,337
338,瓦勒海姆,ZUL,,10000,1000000,338
339,格罗兹尼艾哈迈德,AKH,,30000,3000000,339
340,图拉兵工厂,ARS,,10000,1000000,340
341,莫斯科中央陆军,CSK,,100000,10000000,341
342,莫斯科迪纳摩,DMO,,10000,1000000,342
343,希姆基,KHI,,10000,1000000,343
344,克拉斯诺达尔,KRA,,100000,10000000,344
345,莫斯科火车头,LMO,,100000,10000000,345
346,罗斯托夫,FCR,,50000,5000000,346
347,伏尔加格勒转子,RVG,,10000,1000000,347
348,喀山红宝石,RKA,,50000,5000000,348
349,索契,SOC,,30000,3000000,349
350,莫斯科斯巴达,SPM,,300000,30000000,350
351,坦波夫,TAM,,10000,1000000,351
352,乌法,UFA,,10000,1000000,352
353,乌拉尔,FCU,,10000,1000000,353
354,圣彼得堡泽尼特,ZSP,,300000,30000000,354
355,巴塞尔,BAS,,50000,5000000,355
356,洛桑体育,LAU,,10000,1000000,356
357,卢加诺,LUG,,10000,1000000,357
358,卢塞恩,LUZ,,10000,1000000,358
359,塞尔维特,SER,,10000,1000000,359
360,锡永,SIO,,30000,3000000,360
361,圣加伦,SG,,10000,1000000,361
362,瓦杜兹,VAD,,10000,1000000,362
363,伯尔尼年轻人,YB,,50000,5000000,363
364,苏黎世,FCZ,,30000,3000000,364
365,阿拉尼亚体育,ALA,,10000,1000000,365
366,安卡拉力量,ANK,,10000,1000000,366
367,安塔利亚体育,ANT,,30000,3000000,367
368,埃尔祖鲁姆体育,ERZ,,10000,1000000,130
369,贝西克塔斯,BJK,,50000,5000000,369
370,代尼兹利体育,DNZ,,10000,1000000,370
371,法蒂赫卡拉古鲁克,FKS,,10000,1000000,371
372,费内巴切,FB,,50000,5000000,372
373,加拉塔萨雷,GS,,50000,5000000,373
374,加济安泰普,GZT,,10000,1000000,374
375,青年联盟,GEN,,30000,3000000,375
376,哥兹塔比,GOZ,,10000,1000000,376
377,哈塔伊体育,HTY,,10000,1000000,377
378,伊斯坦布尔,BFK,,50000,5000000,378
379,卡斯帕萨,KAS,,10000,1000000,379
380,开塞利体育,KAY,,10000,1000000,380
381,科尼亚体育,KON,,10000,1000000,381
382,里泽运动,RIZ,,10000,1000000,382
383,锡瓦斯体育,SIV,,30000,3000000,383
384,特拉布宗体育,TS,,30000,3000000,384
385,新马拉蒂亚体育,YMA,,10000,1000000,385
386,阿利安萨,ALI,,10000,1000000,386
387,卡利美洲,AME,,10000,1000000,387
388,布卡拉曼格,BUC,,10000,1000000,388
389,国民竞技,NAC,,10000,1000000,389
390,博亚卡奇科,CHI,,10000,1000000,390
391,库库塔体育,CUC,,10000,1000000,391
392,托利马,TOL,,10000,1000000,392
393,卡利体育,CAL,,10000,1000000,393
394,帕斯托竞技,PAS,,10000,1000000,394
395,佩雷拉体育,DPR,,10000,1000000,395
396,恩维加多,ENV,,10000,1000000,396
397,麦德林独立,MED,,10000,1000000,397
398,加奎斯德科尔多瓦,JAG,,10000,1000000,398
399,巴兰基利亚青年,JUN,,10000,1000000,399
400,波哥大公平,EQU,,10000,1000000,400
401,百万富翁,MIL,,10000,1000000,401
402,卡尔达斯,ONC,,10000,1000000,402
403,博亚卡爱国者,PAT,,10000,1000000,403
404,里奥内格罗老鹰,RIO,,10000,1000000,404
405,圣达菲,SFE,,10000,1000000,405
406,北京中赫国安,BJG,,500000,50000000,406
407,重庆当代,CQD,,100000,10000000,407
408,大连人,DLP,,300000,30000000,408
409,广州恒大淘宝,GZE,,500000,50000000,409
410,广州富力,GRF,,50000,5000000,410
411,河北华夏幸福,HBC,,300000,30000000,411
412,河南建业,HNJ,,100000,10000000,412
413,江苏苏宁易购,JSS,,500000,50000000,413
414,青岛黄海青港,QDH,,10000,1000000,414
415,山东鲁能泰山,SDL,,300000,30000000,415
416,上海绿地申花,SHS,,300000,30000000,416
417,上海上港,SHP,,700000,70000000,417
418,深圳佳兆业,SZK,,100000,10000000,418
419,石家庄永昌,SJZ,,50000,5000000,419
420,天津泰达,TJT,,100000,10000000,420
421,武汉卓尔,WHZ,,50000,5000000,421
422,阿伯丁,ABE,,10000,1000000,422
423,凯尔特人,CEL,,100000,10000000,423
424,邓迪联,DUD,,10000,1000000,424
425,哈密尔顿,HAM,,10000,1000000,425
426,希伯尼安,HIB,,10000,1000000,426
427,基尔马诺克,KIL,,10000,1000000,427
428,利文斯顿,LIV,,10000,1000000,428
429,马瑟威尔,MOT,,10000,1000000,429
430,格拉斯哥流浪者,RAN,,50000,5000000,430
431,罗斯郡,ROS,,10000,1000000,431
432,圣约翰斯通,STJ,,10000,1000000,432
433,圣米伦,STM,,10000,1000000,433
434,奥尔堡,AAB,,10000,1000000,434
435,奥胡斯体操协会,AGF,,10000,1000000,435
436,布隆德比,BIF,,30000,3000000,436
437,霍尔森斯,ACH,,10000,1000000,437
438,哥本哈根,FCK,,50000,5000000,438
439,灵比,LYN,,10000,1000000,439
440,中日德兰,FCM,,30000,3000000,440
441,北西兰,FCN,,10000,1000000,441
442,欧登塞,OB,,10000,1000000,442
443,兰讷斯,RFC,,10000,1000000,443
444,桑德捷斯基,SJE,,10000,1000000,444
445,瓦埃勒,VBK,,10000,1000000,445
446,BG巴吞联,BGP,,10000,1000000,446
447,武里南联,BRU,,10000,1000000,447
448,清莱联,SCU,,10000,1000000,448
449,春武里,CHO,,10000,1000000,449
450,呵叻,NRM,,10000,1000000,450
451,警察特罗,PCT,,10000,1000000,451
452,泰国港口,POR,,10000,1000000,452
453,巴蜀基利,PTP,,10000,1000000,453
454,拉查武里,RMP,,10000,1000000,454
455,罗勇FC,RYN,,10000,1000000,455
456,北榄城,SPC,,10000,1000000,456
457,蒙通联,MTU,,10000,1000000,457
458,素可泰,SUK,,10000,1000000,458
459,素攀武里,SUP,,10000,1000000,459
460,达叻,TRA,,10000,1000000,460
461,曼谷联,TBU,,10000,1000000,461
462,阿瓦伊,AVA,,10000,1000000,462
463,博塔弗戈,BOT,,10000,1000000,463
464,巴西佩洛塔斯,BRA,,10000,1000000,464
465,布鲁斯克,BRQ,,10000,1000000,465
466,康费安萨,CON,,10000,1000000,466
467,科里蒂巴,CFC,,10000,1000000,467
468,雷加塔斯,CRB,,10000,1000000,468
469,克鲁塞罗,CRU,,50000,5000000,469
470,阿拉戈亚诺体育,CSA,,10000,1000000,470
471,戈亚斯,GOI,,10000,1000000,471
472,瓜拉尼,GUA,,10000,1000000,472
473,隆德里纳,LON,,10000,1000000,473
474,累西腓航海,NAU,,10000,1000000,474
475,奥佩拉里奥,OPE,,10000,1000000,475
476,庞特普雷塔,PON,,10000,1000000,476
477,雷默,CLR,,10000,1000000,477
478,桑帕约科雷亚,SAM,,10000,1000000,478
479,瓦斯科达伽马,VAS,,10000,1000000,479
480,维拉诺瓦,VIL,,10000,1000000,480
481,维多利亚,VIT,,10000,1000000,481
482,雅典AEK,AEK,,10000,1000000,482
483,索菲亚中央陆军,CSK,,10000,1000000,483
484,费伦茨瓦罗斯,FER,法国安盟球场,0,0,484
485,克卢日,CLU,,50000,5000000,485
486,萨格勒布迪纳摩,DZG,,30000,3000000,486
487,基辅迪纳摩,DYN,,100000,10000000,487
488,波希米亚人,BFC,,10000,1000000,488
489,萨拉热窝,SAR,阿西姆·费哈托维奇球场,10000,1000000,489
490,萨尔茨堡,RBS,,0,0,490
491,维也纳迅速,SCR,,10000,1000000,491
492,索尔亚,ZOR,,30000,3000000,492
493,哈伊杜克,HAJ,波尔朱德体育场,50000,5000000,493
494,卢多格雷茨,LUD,,10000,1000000,494
495,贝尔格莱德红星,CZD,,10000,1000000,495
496,格拉茨,STU,水星竞技场,10000,1000000,496
497,奥林匹亚科斯,OLY,,50000,5000000,497
498,波兹南莱希,LCH,,10000,1000000,498
499,帕纳辛奈科斯,PAN,,10000,1000000,499
500,塞萨洛尼基,PAO,,30000,3000000,500
501,沃尔夫斯伯格,WAC,,30000,3000000,501
502,布加勒斯特星,FCS,,10000,1000000,502
503,马里博尔,MAR,人民花园球场,10000,1000000,503
504,莫尔德,MFK,,0,0,504
505,贝尔格莱德游击队,PAR,游击队员体育场,10000,1000000,505
506,顿涅茨克矿工,SHK,,300000,30000000,506
507,卡拉巴赫,QAR,,10000,1000000,507
508,布拉格斯拉维亚,SLA,,30000,3000000,508
509,布拉格斯巴达,SPA,,30000,3000000,509
510,里耶卡,RIJ,鲁杰维卡体育场,10000,1000000,510
511,林茨,LSK,,10000,1000000,511
512,登克尔克,DUN,,10000,1000000,512
513,贝尔谢巴工人,HBS,,10000,1000000,513
514,奥莫尼亚,OMN,,0,0,514
515,特拉维夫马卡比,MTA,,0,0,515
516,利马联盟,ALI,,10000,1000000,516
517,巴塞罗那SC,BSC,,0,0,517
518,玻利瓦尔,BOL,,0,0,518
519,博塔弗戈SP,BSP,,10000,1000000,519
520,卡拉卡斯,CAR,,0,0,520
521,康塞普西翁大学,CCA,,10000,1000000,521
522,德尔芬,DEL,,0,0,522
523,科金博,COQ,,10000,1000000,523
524,比尼斯纳勒,BIN,,0,0,524
525,迪亚萨格雷西奥,DZC,,0,0,525
526,杜扎加利亚,DZG,,0,0,526
527,山谷独立,IND,,0,0,527
528,利加大学,LDU,,0,0,528
529,费古埃伦斯,FIG,,10000,1000000,529
530,自由,LIB,,0,0,530
531,乌拉圭民族,NAC,,0,0,531
532,奥林匹亚,OLI,,0,0,532
533,佩纳罗尔,PEN,,0,0,533
534,维尔斯特曼,WIL,,0,0,534
535,伊奎克,IQU,,10000,1000000,535
536,蒂格雷,TIG,,0,0,536
537,西部FC,OES,,10000,1000000,537
538,巴拉纳,PAR,,10000,1000000,538
539,迈阿密国际,MIA,,0,0,539
540,纳什维尔,NSH,,0,0,540
541,男孩体育,SBA,,10000,1000000,541
542,水晶竞技,SC,,10000,1000000,542
543,辛辛那提,CIN,,0,0,543
544,利马大学,UNI,,10000,1000000,544
545,奥兰多城,ORL,,0,0,545
546,堪萨斯城体育,SKC,,0,0,546
547,温哥华白帽,VAN,,0,0,547
548,墨尔本胜利,MEL,,10000,1000000,548
549,珀斯光荣,PEG,,10000,1000000,549
550,悉尼FC,SYD,,10000,1000000,550
551,德黑兰独立,EST,,10000,1000000,551
552,波斯波利斯,PER,,10000,1000000,552
553,塞帕罕,SEP,,10000,1000000,553
554,汽车城,SHK,,10000,1000000,554
555,巴格达警察,SHR,,10000,1000000,555
556,柔佛新山,JDT,,10000,1000000,556
557,杜海勒,DUH,,500000,50000000,557
558,萨德,SDD,,30000,3000000,558
